Product_normalized	OriginalProducts	Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	DbXrefs
phenylacetaldehyde dehydrogenase	Phenylacetaldehyde dehydrogenase	contig_1130	cds	155751	157238	+	MDNEJI_04299		SO:0001217, UniRef:UniRef50_Q2T517
phenylacyl-coa dehydrogenase	phenylacyl-CoA dehydrogenase	contig_1463	cds	140288	142093	-	MDNEJI_05766		BlastRules:WP_010951720, SO:0001217, UniRef:UniRef50_A0A366D1E8
phenylalanine--trna ligase	phenylalanine--tRNA ligase	contig_1030	cds	10146	11444	-	MDNEJI_04010		SO:0001217, UniRef:UniRef50_A0A3M5B872
phenylalanine--trna ligase alpha subunit	Phenylalanine--tRNA ligase alpha subunit	contig_1018	cds	28462	29478	+	MDNEJI_03425		SO:0001217, UniRef:UniRef50_Q6ANC1
phenylalanine--trna ligase beta subunit	Phenylalanine--tRNA ligase beta subunit	contig_1018	cds	29513	31891	+	MDNEJI_03426		SO:0001217, UniRef:UniRef50_A0A2D5FKX6
phenylalanine-4-hydroxylase	Phenylalanine-4-hydroxylase	contig_1352	cds	369574	370362	+	MDNEJI_05541		SO:0001217, UniRef:UniRef50_A0A2S7UXJ6
phenylalanine-sp	Phenylalanine-specific permease	contig_1019	cds	208494	209903	+	MDNEJI_03621		SO:0001217, UniRef:UniRef50_P24207
phnb-like domain-containing protein	PhnB-like domain-containing protein	contig_963	cds	12149	12562	+	MDNEJI_03015		SO:0001217, UniRef:UniRef50_S6AZJ2
phoh family protein	PhoH family protein	contig_1130	cds	327339	328730	+	MDNEJI_04460	phoH	SO:0001217, UniRef:UniRef50_Q0VN76
phoh-like protein	PhoH-like protein	contig_1130	cds	253657	254679	-	MDNEJI_04396		SO:0001217, UniRef:UniRef50_Q21FH3
phop/q and low mg2+ inducible outer membrane protein h1	PhoP/Q and low Mg2+ inducible outer membrane protein H1	contig_919	cds	106128	106730	-	MDNEJI_02616		SO:0001217, UniRef:UniRef50_G3XD11
phosphatase nudj	Phosphatase NudJ	contig_1574	cds	131728	132198	-	MDNEJI_06151	nudJ	SO:0001217, UniRef:UniRef50_Q8P9A0
phosphate abc transporter substrate-binding protein	Phosphate ABC transporter substrate-binding protein	contig_908	cds	475160	475957	-	MDNEJI_02374		SO:0001217, UniRef:UniRef50_Q9HU82
phosphate abc transporter substrate-binding protein psts	phosphate ABC transporter substrate-binding protein PstS	contig_885	cds	459	1430	+	MDNEJI_01504	pstS	BlastRules:WP_003096673, SO:0001217, UniRef:UniRef50_A0A3P3VKW0
phosphate acetyltransferase	Phosphate acetyltransferase	contig_1352	cds	411450	413564	+	MDNEJI_05580		SO:0001217, UniRef:UniRef50_Q6FEP2
phosphate acyltransferase	Phosphate acyltransferase	contig_1019	cds	239491	240471	+	MDNEJI_03653		SO:0001217, UniRef:UniRef50_Q9HZN5
phosphate import atp-binding protein pstb	Phosphate import ATP-binding protein PstB	contig_885	cds	5598	6431	+	MDNEJI_01507	pstB	SO:0001217, UniRef:UniRef50_Q8EUJ1
phosphate regulon sensor protein phor	Phosphate regulon sensor protein PhoR	contig_885	cds	10770	12101	-	MDNEJI_01512	phoR	SO:0001217, UniRef:UniRef50_P23621
phosphate regulon transcriptional regulatory protein phob	Phosphate regulon transcriptional regulatory protein PhoB	contig_885	cds	12174	12863	-	MDNEJI_01513	phoB	SO:0001217, UniRef:UniRef50_F0KHX8
phosphate transport system permease protein psta	Phosphate transport system permease protein PstA	contig_885	cds	3906	5582	+	MDNEJI_01506	pstA	SO:0001217, UniRef:UniRef50_A0A939Q2W8
phosphate transporter	Phosphate transporter	contig_1463;contig_444;contig_974	cds	17478;196413;20924	18746;198035;22393	+;-	MDNEJI_00686;MDNEJI_03120;MDNEJI_05821		SO:0001217, UniRef:UniRef50_A0A391NMD5;SO:0001217, UniRef:UniRef50_D4GMR8;SO:0001217, UniRef:UniRef50_Q7WB30
phosphate-sp	Phosphate-specific transport system accessory PhoU-like protein	contig_885	cds	6527	7255	+	MDNEJI_01508		SO:0001217, UniRef:UniRef50_Q51547
phosphate/phosphite/phosphonate abc transporter, periplasmic binding family protein	Phosphate/phosphite/phosphonate ABC transporter, periplasmic binding family protein	contig_111	cds	165285	166142	+	MDNEJI_00183		SO:0001217, UniRef:UniRef50_A0A0P8X4H7
phosphatidate cytidylyltransferase	Phosphatidate cytidylyltransferase	contig_1241;contig_1574	cds	238351;293791	239286;294606	+;-	MDNEJI_04995;MDNEJI_06249		SO:0001217, UniRef:UniRef50_A0A1V4B1W7;SO:0001217, UniRef:UniRef50_Q59640
phosphatidic acid phosphatase type 2/haloperoxidase domain-containing protein	Phosphatidic acid phosphatase type 2/haloperoxidase domain-containing protein	contig_444	cds	118919	119713	+	MDNEJI_00778		SO:0001217, UniRef:UniRef50_Q9HW20
phosphatidic acid-binding protein	phosphatidic acid-binding protein	contig_1130	cds	335696	336211	+	MDNEJI_04471		BlastRules:WP_003104247, SO:0001217, UniRef:UniRef50_Q9HXA2
phosphatidylcholine synthase	Phosphatidylcholine synthase	contig_1130	cds	396435	397133	+	MDNEJI_04527		SO:0001217, UniRef:UniRef50_N2JGT5
phosphatidylglycerol lysyltransferase	Phosphatidylglycerol lysyltransferase	contig_1352	cds	316317	318962	+	MDNEJI_05489		SO:0001217, UniRef:UniRef50_Q9I537
phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	contig_1463	cds	318261	319061	-	MDNEJI_05931		SO:0001217, UniRef:UniRef50_A1SS95
phosphatidylglycerophosphatase a	Phosphatidylglycerophosphatase A	contig_1130	cds	175726	176241	+	MDNEJI_04322		SO:0001217, UniRef:UniRef50_Q9HWX8
phosphatidylserine d	Phosphatidylserine decarboxylase proenzyme	contig_908	cds	292508	293377	+	MDNEJI_02227		SO:0001217, UniRef:UniRef50_Q9HUK8
phospho-2-dehydro-3-deoxyheptonate aldolase	Phospho-2-dehydro-3-deoxyheptonate aldolase	contig_1019	cds	368696	370042	-	MDNEJI_03787		SO:0001217, UniRef:UniRef50_A0A1V2Q4B1
phospho-n-acetylmuramoyl-pentapeptide-transferase	Phospho-N-acetylmuramoyl-pentapeptide-transferase	contig_444	cds	154571	155653	-	MDNEJI_00812		SO:0001217, UniRef:UniRef50_A4BQI9
phosphoadenosine phosphosulphate reductase domain-containing protein	Phosphoadenosine phosphosulphate reductase domain-containing protein	contig_1796	cds	176343	177569	+	MDNEJI_06731		SO:0001217, UniRef:UniRef50_A0A512IS71
phosphocarrier protein hpr	Phosphocarrier protein HPr	contig_444	cds	201998	202270	+	MDNEJI_00865		SO:0001217, UniRef:UniRef50_Q9Z426
phosphodiesterase	Phosphodiesterase	contig_1019	cds	219585	219893	-	MDNEJI_03632		SO:0001217, UniRef:UniRef50_A0A1I4QD55
phosphodiesterase dipa	phosphodiesterase DipA	contig_908	cds	371109	373808	+	MDNEJI_02288	dipA	BlastRules:WP_003114559, SO:0001217, UniRef:UniRef50_Q9HUF2
phosphodiesterase i	phosphodiesterase I	contig_941	cds	44864	46543	-	MDNEJI_02809		SO:0001217, UniRef:UniRef50_A0A4P7XF77
phosphoenolpyruvate carboxykinase (atp)	Phosphoenolpyruvate carboxykinase (ATP)	contig_974	cds	226	1767	-	MDNEJI_03105		SO:0001217, UniRef:UniRef50_Q9HTZ7
phosphoenolpyruvate carboxylase	Phosphoenolpyruvate carboxylase	contig_1241	cds	378438	381074	-	MDNEJI_05077		SO:0001217, UniRef:UniRef50_Q9HXV3
phosphoenolpyruvate synthase	Phosphoenolpyruvate synthase	contig_666	cds	111234	113609	+	MDNEJI_01216		SO:0001217, UniRef:UniRef50_Q02KR1
phosphoenolpyruvate synthase regulatory protein	Putative phosphoenolpyruvate synthase regulatory protein	contig_666	cds	110244	111062	-	MDNEJI_01215		SO:0001217, UniRef:UniRef50_Q88L54
phosphoenolpyruvate-protein phosphotransferase	Phosphoenolpyruvate-protein phosphotransferase	contig_1130;contig_1241;contig_1463	cds	194874;321911;498443	197744;324190;500971	-	MDNEJI_04628;MDNEJI_04904;MDNEJI_05935		SO:0001217, UniRef:UniRef50_A0A643IV37;SO:0001217, UniRef:UniRef50_A0A6I7N7D4;SO:0001217, UniRef:UniRef50_A0A7Y0ZL66
phosphoesterase	Phosphoesterase	contig_1463	cds	308496	308969	+	MDNEJI_05921		SO:0001217, UniRef:UniRef50_A0A2V6USC2
phosphoethanolamine--lipid a transferase	Phosphoethanolamine--lipid A transferase	contig_111	cds	160075	161730	-	MDNEJI_00180		SO:0001217, UniRef:UniRef50_Q9HYT4
phosphogluconate dehydratase	Phosphogluconate dehydratase	contig_111	cds	8436	10262	-	MDNEJI_00025		SO:0001217, UniRef:UniRef50_P31961
phosphoglucosamine mutase	Phosphoglucosamine mutase	contig_908	cds	62614	63951	-	MDNEJI_02009		SO:0001217, UniRef:UniRef50_Q8P7S2
phosphoglycerate kinase	Phosphoglycerate kinase	contig_1463	cds	94561	95724	-	MDNEJI_05718		SO:0001217, UniRef:UniRef50_P0C6Q3
phosphoglycerol transferase i	Phosphoglycerol transferase I	contig_1352	cds	37157	39481	+	MDNEJI_05215		SO:0001217, UniRef:UniRef50_A0A5E7ED96
phosphoglycolate phosphatase	Phosphoglycolate phosphatase;phosphoglycolate phosphatase	contig_1019;contig_1463;contig_222	cds	205160;37223;499163	205825;38041;499906	+;-	MDNEJI_00434;MDNEJI_03926;MDNEJI_05662		SO:0001217, UniRef:UniRef50_A0A0C7CTK3;SO:0001217, UniRef:UniRef50_A0AAJ2BL62;SO:0001217, UniRef:UniRef50_Q88A30
phosphoheptose isomerase	Phosphoheptose isomerase	contig_444	cds	165807	166400	+	MDNEJI_00823		SO:0001217, UniRef:UniRef50_Q9HVZ0
phosphohistidine phosphatase sixa	Phosphohistidine phosphatase SixA	contig_777	cds	115274	115738	+	MDNEJI_01447	sixA	SO:0001217, UniRef:UniRef50_A0A105TGW3
phosphohydrolase	Phosphohydrolase	contig_941	cds	22699	23277	+	MDNEJI_02795		SO:0001217, UniRef:UniRef50_A0A2D5THE9
phospholipase	Phospholipase	contig_1241	cds	94530	95855	-	MDNEJI_04823		SO:0001217, UniRef:UniRef50_A0A024HD00
phospholipase c	phospholipase C	contig_111	cds	170012	172090	-	MDNEJI_00189		SO:0001217, UniRef:UniRef50_A0A411LEE0
phospholipase c accessory protein plcr	Phospholipase C accessory protein PlcR	contig_1352	cds	403742	404365	+	MDNEJI_05571	plcR	SO:0001217, UniRef:UniRef50_P40695
phospholipase c, plcb	Phospholipase C, PlcB	contig_1007	cds	2084	3070	-	MDNEJI_03339	plcB	SO:0001217, UniRef:UniRef50_Q9I7A4
phospholipase d	phospholipase D	contig_1241;contig_908	cds	122487;423858;457320	125786;424550;459557	+;-	MDNEJI_02362;MDNEJI_04847;MDNEJI_05116	pldA;pldB	BlastRules:WP_003112916, SO:0001217, UniRef:UniRef50_Q9HYC2;SO:0001217, UniRef:UniRef50_A0A433SBE9;SO:0001217, UniRef:UniRef50_Q9HU94, VFDB:VFC0086, VFDB:VFG051488
phospholipase d domain protein	Phospholipase D domain protein	contig_444	cds	73643	74800	-	MDNEJI_00734		SO:0001217, UniRef:UniRef50_A0A379I9M9
phospholipid abc transporter-binding protein mlad	Phospholipid ABC transporter-binding protein mlaD	contig_1064	cds	83	463	+	MDNEJI_04123	mlaD	SO:0001217, UniRef:UniRef50_A0A377LSH6
phospholipid import atp-binding protein mlaf	Putative phospholipid import ATP-binding protein MlaF	contig_444	cds	193962	194771	-	MDNEJI_00854	mlaF	SO:0001217, UniRef:UniRef50_A0A2Z2NWS8
phospholipid/glycerol acyltransferase domain-containing protein	Phospholipid/glycerol acyltransferase domain-containing protein	contig_111;contig_1352;contig_1463;contig_1574;contig_952	cds	103267;237720;300199;413691;44436	105141;238349;300777;414605;45596	+;-	MDNEJI_00131;MDNEJI_02936;MDNEJI_05581;MDNEJI_05914;MDNEJI_06248		SO:0001217, UniRef:UniRef50_A0A3M5DIK4;SO:0001217, UniRef:UniRef50_Q9HVF5;SO:0001217, UniRef:UniRef50_Q9HYX4;SO:0001217, UniRef:UniRef50_Q9I6D6;SO:0001217, UniRef:UniRef50_W1N5X8
phosphomannomutase algc	phosphomannomutase AlgC	contig_885	cds	45869	48475	-	MDNEJI_01551	algC	SO:0001217, UniRef:UniRef50_P26276, VFDB:VFC0271, VFDB:VFG014893
phosphomannose isomerase / guanosine 5'-diphospho-d-mannose pyrophosphorylase	phosphomannose isomerase / guanosine 5'-diphospho-D-mannose pyrophosphorylase	contig_1241	cds	181361	182806	+	MDNEJI_04893	algA	SO:0001217, UniRef:UniRef50_N6X107, VFDB:VFC0271, VFDB:VFG000133
phosphomethylpyrimidine synthase	Phosphomethylpyrimidine synthase	contig_908	cds	311860	313743	-	MDNEJI_02243		SO:0001217, UniRef:UniRef50_Q6G477
phosphonate abc transporter atp-binding protein	Phosphonate ABC transporter ATP-binding protein	contig_1241	cds	12316	13152	-	MDNEJI_04741		SO:0001217, UniRef:UniRef50_A0AAP9ZGS6
phosphonate abc transporter, permease protein phne	Phosphonate ABC transporter, permease protein PhnE	contig_111;contig_1241	cds	10397;167766	11191;168536	+;-	MDNEJI_00186;MDNEJI_04739	phnE	SO:0001217, UniRef:UniRef50_A0A6L3XAY5;SO:0001217, UniRef:UniRef50_A0A8E2U4Q4
phosphonate c-p lyase	Phosphonate C-P lyase	contig_1241	cds	5764	6579	-	MDNEJI_04733		SO:0001217, UniRef:UniRef50_A0A0S2ETH4
phosphonate metabolism protein phnp	Phosphonate metabolism protein PhnP	contig_1241	cds	2527	3297	-	MDNEJI_04729	phnP	SO:0001217, UniRef:UniRef50_A0A7X6SSV4
phosphonoacetaldehyde hydrolase	Phosphonoacetaldehyde hydrolase	contig_963	cds	57787	58614	-	MDNEJI_03059		SO:0001217, UniRef:UniRef50_Q9I433
phosphonoacetate hydrolase protein	Phosphonoacetate hydrolase protein	contig_1463	cds	166314	168041	+	MDNEJI_05794		SO:0001217, UniRef:UniRef50_U2G164
phosphopantetheine adenylyltransferase	Phosphopantetheine adenylyltransferase	contig_1463	cds	295108	295587	+	MDNEJI_05908		SO:0001217, UniRef:UniRef50_Q6LVM8
phosphoribosyl-amp cyclohydrolase	Phosphoribosyl-AMP cyclohydrolase	contig_908	cds	435890	436294	+	MDNEJI_02339		SO:0001217, UniRef:UniRef50_A0A916PZH2
phosphoribosyl-atp pyrophosphatase	Phosphoribosyl-ATP pyrophosphatase	contig_908	cds	436287	436622	+	MDNEJI_02340		SO:0001217, UniRef:UniRef50_Q88D14
phosphoribosyl-dephospho-coa transferase	Phosphoribosyl-dephospho-CoA transferase	contig_222	cds	46181	46873	-	MDNEJI_00290		SO:0001217, UniRef:UniRef50_Q9I6S5
phosphoribosylamine--glycine ligase	Phosphoribosylamine--glycine ligase	contig_908	cds	178344	179633	+	MDNEJI_02120		SO:0001217, UniRef:UniRef50_P15640
phosphoribosylaminoimidazole-succinocarboxamide synthase	Phosphoribosylaminoimidazole-succinocarboxamide synthase	contig_1352	cds	154194	154904	-	MDNEJI_05333		SO:0001217, UniRef:UniRef50_P0A7D7
phosphoribosylformylglycinamidine cyclo-ligase	Phosphoribosylformylglycinamidine cyclo-ligase	contig_1352	cds	289102	290163	+	MDNEJI_05462		SO:0001217, UniRef:UniRef50_B2VE71
phosphoribosylformylglycinamidine synthase	Phosphoribosylformylglycinamidine synthase	contig_1130	cds	491826	495722	+	MDNEJI_04624		SO:0001217, UniRef:UniRef50_A0A5E6YWG8
phosphoribosylglycinamide formyltransferase	Phosphoribosylglycinamide formyltransferase	contig_1352	cds	290163	290831	+	MDNEJI_05463		SO:0001217, UniRef:UniRef50_A0A2E8L164
phosphoribosylglycinamide formyltransferase 1	phosphoribosylglycinamide formyltransferase 1	contig_1685	cds	123688	124563	+	MDNEJI_06408		SO:0001217, UniRef:UniRef50_Q9I184
phosphoribosyltransferase	Phosphoribosyltransferase	contig_1063	cds	14808	15935	-	MDNEJI_04120		SO:0001217, UniRef:UniRef50_Q39AW7
phosphorylcholine phosphatase	phosphorylcholine phosphatase	contig_885	cds	81096	82145	+	MDNEJI_01580	pchP	BlastRules:WP_003110458, SO:0001217, UniRef:UniRef50_A0A172YJF3
phosphoserine aminotransferase	Phosphoserine aminotransferase	contig_1019	cds	19699	20784	+	MDNEJI_03456		SO:0001217, UniRef:UniRef50_Q6ALW3
phosphoserine phosphatase	Phosphoserine phosphatase;phosphoserine phosphatase	contig_111;contig_1352;contig_666;contig_908	cds	12711;297746;90485;93827	13364;298960;91135;94444	+;-	MDNEJI_00115;MDNEJI_01203;MDNEJI_02230;MDNEJI_05187		SO:0001217, UniRef:UniRef50_A0A085G6Z7;SO:0001217, UniRef:UniRef50_A0A6N2DKR4;SO:0001217, UniRef:UniRef50_M1WMI8
phosphotransferase family protein	Phosphotransferase family protein	contig_333	cds	197762	198817	+	MDNEJI_00641		SO:0001217, UniRef:UniRef50_A0A6G6ZZB7
phosphotyrosine protein phosphatase i domain-containing protein	Phosphotyrosine protein phosphatase I domain-containing protein	contig_930	cds	127685	128014	+	MDNEJI_02763		SO:0001217, UniRef:UniRef50_A0A0Q4G0M4
photosynthesis system ii assembly factor ycf48/hcf136-like domain-containing protein	Photosynthesis system II assembly factor Ycf48/Hcf136-like domain-containing protein	contig_1019;contig_333	cds	110245;224714	111342;225631	+	MDNEJI_00663;MDNEJI_03542		SO:0001217, UniRef:UniRef50_A0A0F7Y839;SO:0001217, UniRef:UniRef50_A0A172WWI7
phou domain-containing protein	PhoU domain-containing protein	contig_908	cds	140137	141804	-	MDNEJI_02085	phoU	SO:0001217, UniRef:UniRef50_A0A0C5E8J8
phrs	PhrS	contig_111	ncRNA	154635	154847	-	MDNEJI_00173	phrS	RFAM:RF01673, SO:0000655
phthiocerol synthesis polyketide synthase type i ppsc	Phthiocerol synthesis polyketide synthase type I PpsC	contig_974	cds	47442	48419	+	MDNEJI_03149	ppsC	SO:0001217, UniRef:UniRef50_A0A0P0M9B8
phthiocerol/phthiodiolone dimycocerosyl transferase	Phthiocerol/phthiodiolone dimycocerosyl transferase	contig_111	cds	188108	189433	+	MDNEJI_00199		SO:0001217, UniRef:UniRef50_A0A427SV27
phytanoyl-coa dioxygenase	Phytanoyl-CoA dioxygenase	contig_1218;contig_333	cds	215568;2584	216455;3450	+	MDNEJI_00657;MDNEJI_04718		SO:0001217, UniRef:UniRef50_N8UTN3;SO:0001217, UniRef:UniRef50_Q39NX3
phytanoyl-coa dioxygenase family protein	Phytanoyl-CoA dioxygenase family protein	contig_919	cds	63338	64216	+	MDNEJI_02576		SO:0001217, UniRef:UniRef50_Q9I4C0
phytase-like domain-containing protein	Phytase-like domain-containing protein	contig_908	cds	305106	306119	-	MDNEJI_02236		SO:0001217, UniRef:UniRef50_A0A839T1U8
phzf family phenazine biosynthesis isomerase	PhzF family phenazine biosynthesis isomerase	contig_908	cds	25809	26990	+	MDNEJI_01972	phzF	SO:0001217, UniRef:UniRef50_UPI0003B99BB9
pili assembly chaperone n-terminal domain-containing protein	Pili assembly chaperone N-terminal domain-containing protein	contig_1352;contig_952	cds	176281;33002	176994;33790	-	MDNEJI_02921;MDNEJI_05353		SO:0001217, UniRef:UniRef50_A0A0C5E7V8;SO:0001217, UniRef:UniRef50_A0A1C3HCV2
pilin assembly protein	Pilin assembly protein	contig_1241	cds	381282	381626	+	MDNEJI_05078		SO:0001217, UniRef:UniRef50_C3KEC4
pilus assembly protein fimv	Pilus assembly protein FimV	contig_111	cds	199049	201100	-	MDNEJI_00210	fimV	SO:0001217, UniRef:UniRef50_Q9HYQ5
pilz domain-containing protein	PilZ domain-containing protein	contig_1007;contig_1019;contig_1352;contig_444	cds	15264;219903;310981;59529	15530;220502;311406;59888	+;-	MDNEJI_00719;MDNEJI_03353;MDNEJI_03633;MDNEJI_05482	pilZ	SO:0001217, UniRef:UniRef50_A0A6G6J187;SO:0001217, UniRef:UniRef50_A6V3A9;SO:0001217, UniRef:UniRef50_Q9HW77;SO:0001217, UniRef:UniRef50_Q9I7B4
pimeloyl-[acyl-carrier protein] methyl ester esterase	Pimeloyl-[acyl-carrier protein] methyl ester esterase	contig_1463	cds	144280	145002	-	MDNEJI_05770		SO:0001217, UniRef:UniRef50_A0A839T038
pirin	Pirin	contig_1352	cds	203036	203776	-	MDNEJI_05374		SO:0001217, UniRef:UniRef50_A0A158I6N4
pirin family protein	Pirin family protein	contig_1685	cds	75805	76665	-	MDNEJI_06387		SO:0001217, UniRef:UniRef50_A0A2C6DIW0
pkhd-type hydroxylase pp_0862	PKHD-type hydroxylase PP_0862	contig_907	cds	70763	71491	-	MDNEJI_01873		SO:0001217, UniRef:UniRef50_Q88PI8
plasmid replication initiator protein	Plasmid replication initiator protein	contig_1241	cds	319583	320404	+	MDNEJI_05019		SO:0001217, UniRef:UniRef50_A0A916VWX5
plasmid replication protein repb	Plasmid replication protein RepB	contig_1019	cds	530547	530813	+	MDNEJI_03964	repB	SO:0001217, UniRef:UniRef50_A6V445
plasmid-related protein	Plasmid-related protein	contig_1019	cds	459486	459812	-	MDNEJI_03878		SO:0001217, UniRef:UniRef50_A0A2N7VA15
pld phosphodiesterase domain-containing protein	PLD phosphodiesterase domain-containing protein	contig_885	cds	58535	60124	-	MDNEJI_01562		SO:0001217, UniRef:UniRef50_A0A3M3ECD2
pldc n-terminal domain-containing protein	PLDc N-terminal domain-containing protein	contig_333	cds	112932	113147	+	MDNEJI_00559		SO:0001217, UniRef:UniRef50_A0A069Q8W4
pnpla domain-containing protein	PNPLA domain-containing protein	contig_111;contig_1574	cds	77755;91749	78924;92831	-	MDNEJI_00101;MDNEJI_06115		SO:0001217, UniRef:UniRef50_A0A024HKP3;SO:0001217, UniRef:UniRef50_Q1IC66
polar amino acid transport system substrate-binding protein	Polar amino acid transport system substrate-binding protein	contig_333;contig_908	cds	175228;516174	176034;516929	-	MDNEJI_00623;MDNEJI_02412		SO:0001217, UniRef:UniRef50_A0A1G4ZN92;SO:0001217, UniRef:UniRef50_A0A1G5NQU3
polar-differentiation response regulator divk	Polar-differentiation response regulator DivK	contig_222	cds	77582	77947	+	MDNEJI_00319	divK	SO:0001217, UniRef:UniRef50_A0A2S2E541
poly(3-hydroxyalkanoate) depolymerase	Poly(3-hydroxyalkanoate) depolymerase	contig_908	cds	427321	428178	+	MDNEJI_02330		SO:0001217, UniRef:UniRef50_A0A375FTP3
poly(3-hydroxyalkanoate) polymerase subunit phac	Poly(3-hydroxyalkanoate) polymerase subunit PhaC	contig_908	cds	425489;428482	427168;430164	+	MDNEJI_02329;MDNEJI_02331	phaC	SO:0001217, UniRef:UniRef50_A0A5E7CAF3
poly(a) polymerase i	Poly(A) polymerase I	contig_908	cds	39330	40733	+	MDNEJI_01985		SO:0001217, UniRef:UniRef50_Q9HV72
poly(hydroxyalkanoate) granule-associated protein	Poly(Hydroxyalkanoate) granule-associated protein	contig_908	cds	431794	432210	-	MDNEJI_02334		SO:0001217, UniRef:UniRef50_F6AGR0
polyamine abc transporter permease protein spug	Polyamine ABC transporter permease protein SpuG	contig_1463	cds	337464	338393	+	MDNEJI_05949	spuG	SO:0001217, UniRef:UniRef50_S6AL91
polyamine aminopropyltransferase	Polyamine aminopropyltransferase	contig_1019;contig_666	cds	33569;370221	34429;370967	+	MDNEJI_01132;MDNEJI_03788		SO:0001217, UniRef:UniRef50_A0A0Q0GC91;SO:0001217, UniRef:UniRef50_A0A5E7T959
polyamine aminopropyltransferase 2	Polyamine aminopropyltransferase 2	contig_908	cds	91009	92136	+	MDNEJI_02035		SO:0001217, UniRef:UniRef50_Q9HV34
polyhydroxyalkanoic acid system protein	Polyhydroxyalkanoic acid system protein	contig_908	cds	432354	432629	-	MDNEJI_02335		SO:0001217, UniRef:UniRef50_A0A3M3EIK7
polyhydroxybutyrate depolymerase	Polyhydroxybutyrate depolymerase	contig_1463	cds	105613	106581	-	MDNEJI_05727		SO:0001217, UniRef:UniRef50_Q9I5Z3
polyketide cyclase / dehydrase and lipid transport	Polyketide cyclase / dehydrase and lipid transport	contig_1241	cds	338568	339098	-	MDNEJI_05037		SO:0001217, UniRef:UniRef50_A0A1G6CSY8
polymer-forming cytoskeletal protein	Polymer-forming cytoskeletal protein	contig_1463	cds	4985	5398	-	MDNEJI_05621		SO:0001217, UniRef:UniRef50_Q9I5Q7
polymerase nucleotidyl transferase domain-containing protein	Polymerase nucleotidyl transferase domain-containing protein	contig_885;contig_930	cds	102912;21170	103202;21928	+;-	MDNEJI_01597;MDNEJI_02663		SO:0001217, UniRef:UniRef50_F5XX08;SO:0001217, UniRef:UniRef50_Q9I3T8
polyphosphate kinase	Polyphosphate kinase	contig_974	cds	58144	60354	-	MDNEJI_03157		SO:0001217, UniRef:UniRef50_P0DP44
polyphosphate:amp phosphotransferase	Polyphosphate:AMP phosphotransferase	contig_1241	cds	81168	82658	-	MDNEJI_04814		SO:0001217, UniRef:UniRef50_Q9HYF1
polyribonucleotide nucleotidyltransferase	Polyribonucleotide nucleotidyltransferase	contig_1130;contig_908	cds	273198;52421	273614;54526	-	MDNEJI_01999;MDNEJI_04417		SO:0001217, UniRef:UniRef50_A0A089YSM6;SO:0001217, UniRef:UniRef50_A0A2D8QX07
polyribonucleotide nucleotidyltransferase protein	Polyribonucleotide nucleotidyltransferase protein	contig_1352	cds	111283	112641	-	MDNEJI_05288		SO:0001217, UniRef:UniRef50_U2EHE1
polysaccharide deacetylase family protein	Polysaccharide deacetylase family protein	contig_1685	cds	37194	38165	-	MDNEJI_06363		SO:0001217, UniRef:UniRef50_A0A6B0F1C4
porin	Porin;Putative porin	contig_1130;contig_1574;contig_1796;contig_333	cds	115736;122618;34488;36688;81102	117019;123922;35783;37995;82331	+;-	MDNEJI_00531;MDNEJI_04195;MDNEJI_04270;MDNEJI_06063;MDNEJI_06656		SO:0001217, UniRef:UniRef50_A0A379IT38;SO:0001217, UniRef:UniRef50_A0A3S4Q333;SO:0001217, UniRef:UniRef50_A0A7Y9W0H2;SO:0001217, UniRef:UniRef50_A0AAD1LW32
porin d	Porin D	contig_1019;contig_1574;contig_222	cds	279493;538636;65134	280839;539916;66492	+;-	MDNEJI_00309;MDNEJI_03978;MDNEJI_06281		SO:0001217, UniRef:UniRef50_A0A446B2Q9;SO:0001217, UniRef:UniRef50_A0A5E5R433;SO:0001217, UniRef:UniRef50_A0A5E7VU51
porin domain-containing protein	Porin domain-containing protein	contig_896	cds	73201	74400	-	MDNEJI_01728		SO:0001217, UniRef:UniRef50_M1F7B4
porin opdq	porin OpdQ	contig_1019	cds	165726	166991	-	MDNEJI_03582	opdQ	BlastRules:WP_003091257, SO:0001217, UniRef:UniRef50_F8HAE7
porin-like protein nicp	Porin-like protein NicP	contig_1241;contig_333	cds	184721;224369	185971;225619	+;-	MDNEJI_00632;MDNEJI_04931	nicP	SO:0001217, UniRef:UniRef50_A0A5E7AHR7;SO:0001217, UniRef:UniRef50_A0A9P1VX85
porphobilinogen deaminase	Porphobilinogen deaminase	contig_974	cds	77240	78181	-	MDNEJI_03176		SO:0001217, UniRef:UniRef50_C6BYB7
potassium channel domain-containing protein	Potassium channel domain-containing protein	contig_1796	cds	129720	130364	+	MDNEJI_06669		SO:0001217, UniRef:UniRef50_M4WVH1
potassium transport system protein kup	putative potassium transport system protein Kup	contig_1352	cds	321012	322916	-	MDNEJI_05492		SO:0001217, UniRef:UniRef50_Q9I540
potassium-transporting atpase atp-binding subunit	Potassium-transporting ATPase ATP-binding subunit	contig_777	cds	132903	134975	+	MDNEJI_01465		SO:0001217, UniRef:UniRef50_Q8PCM1
