# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_930	cds	89265	89681	+	COBAOO_13610		Response regulatory domain-containing protein	SO:0001217, UniRef:UniRef50_A0A072ZL40
contig_930	cds	89741	90463	+	COBAOO_13615		Purine nucleoside phosphorylase	SO:0001217, UniRef:UniRef50_A0A509JAZ6
contig_930	cds	90597	91334	+	COBAOO_13620		3-ketoacyl-ACP reductase	SO:0001217, UniRef:UniRef50_A0A069B9A2
contig_930	cds	91379	91765	-	COBAOO_13625		PepSY domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2R3IRD3
contig_930	cds	91858	92193	-	COBAOO_13630		hypothetical protein	
contig_930	cds	92190	93770	-	COBAOO_13635		Flg-hook domain-containing protein	SO:0001217, UniRef:UniRef50_I4CV33
contig_930	cds	93954	94655	+	COBAOO_13640	ccmA	Cytochrome c biogenesis ATP-binding export protein CcmA	SO:0001217, UniRef:UniRef50_Q48GL0
contig_930	cds	94652	95323	+	COBAOO_13645		Heme exporter protein B	SO:0001217, UniRef:UniRef50_A0A2Z5AAT8
contig_930	cds	95449	96204	+	COBAOO_13650		Heme exporter protein C	SO:0001217, UniRef:UniRef50_A0A2A5BTS6
contig_930	cds	96201	96377	+	COBAOO_13655		Heme exporter protein D	SO:0001217, UniRef:UniRef50_A0A0P9MP81
contig_930	cds	96374	96862	+	COBAOO_13660	ccmE	Cytochrome c-type biogenesis protein CcmE	SO:0001217, UniRef:UniRef50_Q9I3N3
contig_930	cds	96863	98836	+	COBAOO_13665		Heme lyase CcmF/NrfE family subunit	SO:0001217, UniRef:UniRef50_A0A0H3GX88
contig_930	cds	98840	99382	+	COBAOO_13670	dsbE	thiol:disulfide interchange protein DsbE	BlastRules:WP_003083138, SO:0001217, UniRef:UniRef50_A0A081KEU8
contig_930	cds	99379	99846	+	COBAOO_13675		Cytochrome c-type biogenesis protein	SO:0001217, UniRef:UniRef50_A0A222GAH8
contig_930	cds	99843	101066	+	COBAOO_13680	cycH	Cytochrome c-type biogenesis protein CycH	SO:0001217, UniRef:UniRef50_P52223
contig_930	cds	101095	101511	+	COBAOO_13685		Lipoprotein	SO:0001217, UniRef:UniRef50_A4XW21
contig_930	cds	101515	102321	-	COBAOO_13690	luxR	Regulatory protein, luxR family	SO:0001217, UniRef:UniRef50_A0A1H3JAR7
contig_930	cds	102522	103889	+	COBAOO_13695		Amino acid permease	SO:0001217, UniRef:UniRef50_A0A3M5N0G3
contig_930	cds	103903	105003	+	COBAOO_13700	dmpA	L-aminopeptidase DmpA	SO:0001217, UniRef:UniRef50_A0A543CDI6
contig_930	cds	105011	106426	-	COBAOO_13705		Glycerol kinase	SO:0001217, UniRef:UniRef50_A0A3B9S1P6
contig_930	cds	106447	107685	-	COBAOO_13710		Pyridine nucleotide-disulfide oxidoreductase	SO:0001217, UniRef:UniRef50_A0A0T6USP6
contig_930	cds	107672	109081	-	COBAOO_13715		Anaerobic glycerol-3-phosphate dehydrogenase subunit A	SO:0001217, UniRef:UniRef50_A0A2C9DD82
contig_930	cds	109266	110042	-	COBAOO_13720	deoR	Transcriptional regulator, DeoR family	SO:0001217, UniRef:UniRef50_A1WIH9
contig_930	cds	110389	111624	+	COBAOO_13725		hypothetical protein	
contig_930	cds	111685	112041	+	COBAOO_13730		DUF1937 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0D6BB29
contig_930	cds	112123	113121	-	COBAOO_13735		Thiosulfate-binding protein	SO:0001217, UniRef:UniRef50_Q9I3L9
contig_930	cds	113250	114905	-	COBAOO_13740	muiA	mucoidy inhibitor MuiA	BlastRules:WP_003114297
contig_930	cds	115029	115655	-	COBAOO_13745		6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase	SO:0001217, UniRef:UniRef50_A0A0A8RK97
contig_930	cds	115642	116493	-	COBAOO_13750		Ion-trans domain-containing protein	SO:0001217, UniRef:UniRef50_Q1YS75
contig_930	cds	116558	117472	-	COBAOO_13755		Urea transporter	SO:0001217, UniRef:UniRef50_A0A1C7C4V2
contig_930	cds	117839	119272	-	COBAOO_13760		Pyruvate kinase	SO:0001217, UniRef:UniRef50_A0A0A1HUV9
contig_930	cds	119274	120539	-	COBAOO_13765		Putative hydroxypyruvate reductase	SO:0001217, UniRef:UniRef50_A0A128F3Q4
contig_930	cds	120836	121726	-	COBAOO_13770		Tartronate semialdehyde reductase, NADH-dependent	SO:0001217, UniRef:UniRef50_A0A090GKK0
contig_930	cds	121801	122583	-	COBAOO_13775		Hydroxypyruvate isomerase	SO:0001217, UniRef:UniRef50_A0A379WY69
contig_930	cds	122679	124454	-	COBAOO_13780		Glyoxylate carboligase	SO:0001217, UniRef:UniRef50_A0A1D7W0H7
contig_930	cds	124783	125214	+	COBAOO_13785	glcG	GlcG protein	SO:0001217, UniRef:UniRef50_A0A0N0E2C7
contig_930	cds	125619	126269	-	COBAOO_13790	rutR	HTH-type transcriptional regulator RutR	SO:0001217, UniRef:UniRef50_A0A5E7DTH6
contig_930	cds	126505	127500	+	COBAOO_13795		GTP 3',8-cyclase 1	SO:0001217, UniRef:UniRef50_Q9HXD6
contig_930	cds	127685	128014	+	COBAOO_13800		protein-tyrosine-phosphatase	SO:0001217, UniRef:UniRef50_B1ZEM0
contig_930	cds	128107	129474	-	COBAOO_13805		Purine permease	SO:0001217, UniRef:UniRef50_A0A3M5MUQ9
contig_930	cds	130157	130417	-	COBAOO_13810		Zn-binding Pro-Ala-Ala-Arg (PAAR) domain-containing protein, incolved in TypeVI secretion	SO:0001217, UniRef:UniRef50_B6VLP8
contig_930	cds	130430	131569	-	COBAOO_13815		Tli4-C domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7S5HRI7
contig_930	cds	131569	133278	-	COBAOO_13820		Transmembrane protein	SO:0001217, UniRef:UniRef50_M4UL60
contig_930	cds	133275	133631	-	COBAOO_13825		hypothetical protein	
contig_935	cds	260	490	-	COBAOO_13830		hypothetical protein	
contig_936	cds	61	402	+	COBAOO_13835		hypothetical protein	
contig_940	cds	49	519	+	COBAOO_13840		hypothetical protein	PFAM:PF00497.23
contig_941	cds	151	639	-	COBAOO_13845	phzB	phenazine biosynthesis protein PhzB	BlastRules:WP_003115119, SO:0001217, UniRef:UniRef50_Q6D3P1
contig_941	cds	675	1163	-	COBAOO_13850	phzA	phenazine biosynthesis protein PhzA	BlastRules:WP_003114729, BlastRules:WP_003117657, SO:0001217, UniRef:UniRef50_O69753
contig_941	cds	1644	2357	-	COBAOO_13855	qscR	quorum-sensing transcriptional repressor QscR	BlastRules:WP_003118960, SO:0001217, UniRef:UniRef50_A0A2R3IMA7
contig_941	cds	3119	3886	+	COBAOO_13860		Fatty acid hydroxylase domain-containing protein	SO:0001217, UniRef:UniRef50_Q1LM44
contig_941	cds	3892	5061	+	COBAOO_13865		Radical SAM protein	SO:0001217, UniRef:UniRef50_A6V6R4
contig_941	cds	5080	6354	+	COBAOO_13870		FA-desaturase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0N0E1E9
contig_941	cds	6371	6994	+	COBAOO_13875		2OG-Fe(II) oxygenase	SO:0001217, UniRef:UniRef50_A0A0A8RLW7
contig_941	cds	7020	9449	+	COBAOO_13880		Penicilin amidase	SO:0001217, UniRef:UniRef50_A0A0M9GCE1
contig_941	cds	9446	10183	+	COBAOO_13885		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1H6P2X4
contig_941	cds	10180	10569	+	COBAOO_13890		DUF418 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1C7C6I0
contig_941	cds	10658	11281	+	COBAOO_13895		Glutathione S-transferase	SO:0001217, UniRef:UniRef50_V2UCR7
contig_941	cds	11295	11678	-	COBAOO_13900		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A0F0DWG1
contig_941	cds	11847	12134	+	COBAOO_13905		hypothetical protein	
contig_941	cds	12508	13917	+	COBAOO_13910		Alpha/beta hydrolase	SO:0001217, UniRef:UniRef50_Q9I2K9
contig_941	cds	13901	14569	+	COBAOO_13915		Phospholipase A2	SO:0001217, UniRef:UniRef50_V6AGC2
contig_941	cds	14573	16939	-	COBAOO_13920		DNA polymerase	SO:0001217, UniRef:UniRef50_A0A5E4YSX7
contig_941	cds	17005	17538	-	COBAOO_13925		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0J8Y7P2
contig_941	cds	17624	18175	+	COBAOO_13930		Transcriptional regulator, contains XRE-family HTH domain	SO:0001217, UniRef:UniRef50_A0A1I5P2Q7
contig_941	cds	18172	18570	-	COBAOO_13935		NADH-quinone oxidoreductase subunit A	SO:0001217, UniRef:UniRef50_A0A0J1LNV0
contig_941	cds	18583	18906	-	COBAOO_13940	sugE	Quaternary ammonium compound-resistance protein SugE	SO:0001217, UniRef:UniRef50_A0A1N7RYK8
contig_941	ncRNA-region	18921	18969	-			Guanidine-II riboswitch	RFAM:RF01068, SO:0000035
contig_941	cds	19237	19698	+	COBAOO_13945		2Fe-2S ferredoxin-type domain-containing protein	SO:0001217, UniRef:UniRef50_H8W940
contig_941	cds	19703	21898	+	COBAOO_13950		Oxidoreductase	SO:0001217, UniRef:UniRef50_A0A4P0VBW3
contig_941	cds	22056	22610	+	COBAOO_13955		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C5E8D8
contig_941	cds	22699	23277	+	COBAOO_13960		5'-deoxynucleotidase	SO:0001217, UniRef:UniRef50_C1AC57
contig_941	cds	23386	24573	-	COBAOO_13965		Membrane fusion protein (MFP) family protein	SO:0001217, UniRef:UniRef50_A0A1X6YT64
contig_941	cds	24563	26734	-	COBAOO_13970		type I secretion system permease/ATPase	SO:0001217, UniRef:UniRef50_UPI0018A75883
contig_941	cds	26724	28001	-	COBAOO_13975	tolC	TolC family protein	SO:0001217, UniRef:UniRef50_A0A2J0TYF9
contig_941	cds	28001	34153	-	COBAOO_13980	bapA	BapA prefix-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5E6VEX7
contig_941	cds	34654	35676	+	COBAOO_13985	corA	Magnesium transporter CorA	SO:0001217, UniRef:UniRef50_A0A480APJ5
contig_941	cds	35737	36528	+	COBAOO_13990	ecsC	EcsC family protein	SO:0001217, UniRef:UniRef50_P72166
contig_941	cds	36655	37911	-	COBAOO_13995	lasA	protease LasA	BlastRules:WP_010895585, SO:0001217, UniRef:UniRef50_P14789
contig_941	cds	38195	38620	-	COBAOO_14000		Serine kinase/phosphatase	SO:0001217, UniRef:UniRef50_A0A0B7DHX8
contig_941	cds	38903	39142	-	COBAOO_14005		Acyl carrier protein 2	SO:0001217, UniRef:UniRef50_O52658
contig_941	cds	39310	41640	-	COBAOO_14010		Type II secretion system protein D	SO:0001217, UniRef:UniRef50_A0A679GED4
contig_941	cds	41627	42154	-	COBAOO_14015	pilZ	Pilus assembly protein PilZ	SO:0001217, UniRef:UniRef50_A0A8G4IQE4
contig_941	cds	42296	42505	-	COBAOO_14020		30S ribosomal protein S9	SO:0001217, UniRef:UniRef50_A0A080W049
contig_941	cds	42595	44871	-	COBAOO_14025		DNA helicase	SO:0001217, UniRef:UniRef50_A0A1B3E4Q0
contig_941	cds	44864	46543	-	COBAOO_14030		Fanconi-associated nuclease	SO:0001217, UniRef:UniRef50_A0A2R8CQ32
contig_941	cds	46677	47327	+	COBAOO_14035		HTH tetR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0A8RQQ2
contig_941	cds	47443	48198	+	COBAOO_14040		Molybdate ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A2N8RAD2
contig_941	cds	48211	48897	+	COBAOO_14045		Molybdenum transport system permease	SO:0001217, UniRef:UniRef50_A0A024HE55
contig_941	cds	48899	49984	+	COBAOO_14050	modC	Molybdenum import ATP-binding protein ModC 1	SO:0001217, UniRef:UniRef50_P37732
contig_941	cds	50006	50833	-	COBAOO_14055		Class I SAM-dependent methyltransferase	SO:0001217, UniRef:UniRef50_A6V6V5
contig_941	cds	50919	51806	+	COBAOO_14060		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_N2JFW1
contig_941	cds	51815	52636	+	COBAOO_14065		Streptomycin 3'-kinase	SO:0001217, UniRef:UniRef50_A0A3G7TS96
contig_941	cds	52637	54091	-	COBAOO_14070		Trk system potassium uptake protein	SO:0001217, UniRef:UniRef50_A0A0B7D8C0
contig_941	cds	54269	55192	+	COBAOO_14075		DUF808 domain-containing protein	SO:0001217, UniRef:UniRef50_Q09AE0
contig_941	cds	55539	56981	+	COBAOO_14080		cytochrome-c oxidase	SO:0001217, UniRef:UniRef50_A0A2J9E0V8
contig_941	cds	56984	57205	+	COBAOO_14085		Secreted protein	SO:0001217, UniRef:UniRef50_A0A233SXP5
contig_941	cds	57297	58454	+	COBAOO_14090		HPP family protein	SO:0001217, UniRef:UniRef50_A0A023WPJ0
contig_941	cds	58442	59305	-	COBAOO_14095		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C5DX66
contig_941	cds	59590	59865	+	COBAOO_14100		DUF3509 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HJX7
contig_941	cds	59915	61120	-	COBAOO_14105		GGDEF domain-containing protein	SO:0001217, UniRef:UniRef50_A0A444LUG1
contig_941	cds	61369	62373	+	COBAOO_14110		Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M6QVJ5
contig_941	cds	62396	62638	+	COBAOO_14115		DUF1272 domain-containing protein	SO:0001217, UniRef:UniRef50_W8RTJ3
contig_941	cds	62643	63812	+	COBAOO_14120		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HIH5
contig_941	cds	63871	64455	-	COBAOO_14125	nfuA	Fe/S biogenesis protein NfuA	SO:0001217, UniRef:UniRef50_Q4KAH1
contig_941	cds	64578	66866	-	COBAOO_14130		Cytochrome c domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0C5EBN5
contig_941	cds	67228	67746	+	COBAOO_14135		Secreted protein	SO:0001217, UniRef:UniRef50_A0A485EDR6
contig_941	cds	67788	68252	+	COBAOO_14140	tse1	type VI secretion system effector peptidoglycanhydrolase Tse1	BlastRules:WP_003088027, SO:0001217, UniRef:UniRef50_Q9I2Q1
contig_941	cds	68527	72231	+	COBAOO_14145		Methionine synthase	SO:0001217, UniRef:UniRef50_Q9KUW9
contig_941	cds	72246	72608	+	COBAOO_14150		DUF469 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HJU4
contig_941	cds	72639	73136	-	COBAOO_14155		tRNA-edit domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2V4GIC5
contig_941	cds	73150	73452	-	COBAOO_14160		DUF1883 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A077LMA0
contig_941	cds	73550	74590	+	COBAOO_14165		putative RNA methyltransferase PA1839	SO:0001217, UniRef:UniRef50_Q9I2Q6
contig_941	cds	74655	74882	+	COBAOO_14170		DUF2970 domain-containing protein	SO:0001217, UniRef:UniRef50_S6BJK4
contig_941	cds	74907	75023	-	COBAOO_14175		Conserved membrane protein	SO:0001217, UniRef:UniRef50_M2V3V5
contig_941	cds	75293	76951	+	COBAOO_14180		assimilatory sulfite reductase (ferredoxin)	SO:0001217, UniRef:UniRef50_A0A1Z9JRI4
contig_941	cds	76935	77432	+	COBAOO_14185		DUF934 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HIU6
contig_941	cds	77497	78078	-	COBAOO_14190		HTH tetR-type domain-containing protein	SO:0001217, UniRef:UniRef50_S6ATF1
contig_941	cds	78201	78638	+	COBAOO_14195		DUF4442 domain-containing protein	SO:0001217, UniRef:UniRef50_Q3KAC9
contig_941	cds	78733	79608	+	COBAOO_14200		Hydrolase-4 domain-containing protein	SO:0001217, UniRef:UniRef50_L8MS87
contig_941	cds	79595	80587	-	COBAOO_14205		YdhH: putative quinone oxidoreductase	SO:0001217, UniRef:UniRef50_K0NNX4
contig_941	cds	80646	81671	-	COBAOO_14210	sohB	Protease SohB	SO:0001217, UniRef:UniRef50_A0A4Z1BU47
contig_941	cds	81905	82615	+	COBAOO_14215		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	SO:0001217, UniRef:UniRef50_A0A109LF85
contig_941	cds	82676	82990	+	COBAOO_14220		SCP2 domain-containing protein	SO:0001217, UniRef:UniRef50_C3K9M0
contig_941	cds	83247	84317	+	COBAOO_14225		Putative aminoglycoside phosphotransferase	SO:0001217, UniRef:UniRef50_A0A1V4XFH9
contig_941	cds	84342	85109	+	COBAOO_14230	fabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG	SO:0001217, UniRef:UniRef50_A0A5E7H3C6
contig_941	cds	85270	86031	-	COBAOO_14235	fabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG	SO:0001217, UniRef:UniRef50_A0A447L2F8
contig_941	cds	86163	87068	+	COBAOO_14240		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M3KAL1
contig_941	cds	87065	87709	-	COBAOO_14245		Transmembrane protein	SO:0001217, UniRef:UniRef50_A0A024HER5
contig_941	cds	87810	88589	+	COBAOO_14250		putative membrane transporter protein	SO:0001217, UniRef:UniRef50_A0A069PZQ6
contig_941	cds	88557	89393	-	COBAOO_14255	nudC	NAD-capped RNA hydrolase NudC	SO:0001217, UniRef:UniRef50_O86062
contig_941	cds	89393	91081	-	COBAOO_14260	fimL	type IV pilus/biofilm regulator FimL	BlastRules:WP_003098159, SO:0001217, UniRef:UniRef50_A0A1N6UBB3
contig_941	cds	91121	91933	-	COBAOO_14265		Crotonase/enoyl-CoA hydratase family protein	SO:0001217, UniRef:UniRef50_A0A2R3J2R2
contig_941	cds	92157	93659	+	COBAOO_14270	nhaB	Na(+)/H(+) antiporter NhaB	SO:0001217, UniRef:UniRef50_Q8FI24
contig_941	cds	93643	94998	-	COBAOO_14275		Arginine/agmatine antiporter	SO:0001217, UniRef:UniRef50_A0A024HER0
contig_941	cds	95022	97277	-	COBAOO_14280	ldcA	lysine-specific pyridoxal 5'-phosphate-dependent carboxylase LdcA	BlastRules:WP_003113592, SO:0001217, UniRef:UniRef50_Q9I2S7
contig_941	cds	97471	97860	+	COBAOO_14285		SnoaL-like domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I2S8
contig_941	cds	97888	98628	-	COBAOO_14290		DNA polymerase III subunit epsilon	SO:0001217, UniRef:UniRef50_A0A5E6WJN3
contig_941	cds	98693	99139	-	COBAOO_14295		Ribonuclease H	SO:0001217, UniRef:UniRef50_A0A127Q6Z2
contig_941	cds	99142	99903	-	COBAOO_14300		Methyltransf-11 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0P9RN02
contig_941	cds	100005	100781	+	COBAOO_14305		Hydroxyacylglutathione hydrolase	SO:0001217, UniRef:UniRef50_I4N4C6
contig_941	cds	100859	102463	+	COBAOO_14310		Membrane-bound lytic murein transglycosylase D	SO:0001217, UniRef:UniRef50_A0A1Q9R7A8
contig_941	cds	102654	104483	+	COBAOO_14315		hypothetical protein	PFAM:PF00496.25
contig_941	cds	104480	106327	+	COBAOO_14320		SBP-bac-5 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3D4NQW5
contig_941	cds	106334	107416	+	COBAOO_14325	yejB	Inner membrane ABC transporter permease protein YejB	SO:0001217, UniRef:UniRef50_A0A2S6RS93
contig_941	cds	107421	108440	+	COBAOO_14330	yejE	Inner membrane ABC transporter permease protein YejE	SO:0001217, UniRef:UniRef50_A0A2Z4UQA4
contig_941	cds	108442	110052	+	COBAOO_14335	gsiA	Glutathione import ATP-binding protein GsiA	SO:0001217, UniRef:UniRef50_A0A165YNP6
contig_941	cds	110074	110871	+	COBAOO_14340	fabI	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	SO:0001217, UniRef:UniRef50_Q89AM1
contig_941	cds	110969	112834	-	COBAOO_14345	ppiC	PpiC domain-containing protein	SO:0001217, UniRef:UniRef50_N2JU88
contig_941	tRNA	112938	113014	-	COBAOO_14350	trnD	tRNA-Asp(gtc)	SO:0000256
contig_941	cds	113066	113338	-	COBAOO_14355		DNA-binding protein HU-beta	SO:0001217, UniRef:UniRef50_H5TFD8
contig_941	cds	113474	115870	-	COBAOO_14360		Lon protease	SO:0001217, UniRef:UniRef50_O69177
contig_941	cds	116002	117282	-	COBAOO_14365	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	SO:0001217, UniRef:UniRef50_Q55510
contig_941	cds	117387	118028	-	COBAOO_14370		ATP-dependent Clp protease proteolytic subunit	SO:0001217, UniRef:UniRef50_P80244
contig_941	cds	118122	119432	-	COBAOO_14375		Trigger factor	SO:0001217, UniRef:UniRef50_Q88KJ1
contig_941	cds	119664	120371	+	COBAOO_14380	parR	response regulator transcription factor ParR	BlastRules:WP_003098126, SO:0001217, UniRef:UniRef50_J7UX50
contig_941	cds	120372	121658	+	COBAOO_14385	parS	sensor histidine kinase ParS	BlastRules:WP_003113589, SO:0001217, UniRef:UniRef50_A0A8S0H0U9
contig_941	cds	121763	123595	+	COBAOO_14390		Beta-lactamase domain-containing protein	SO:0001217, UniRef:UniRef50_Q9I2U5
contig_941	cds	123592	123708	+	COBAOO_14395		hypothetical protein	
contig_941	cds	123882	124103	-	COBAOO_14400		Cytoplasmic protein	SO:0001217, UniRef:UniRef50_A0A071L5C5
contig_941	tRNA	124292	124367	-	COBAOO_14405	trnH	tRNA-His(gtg)	SO:0000262
contig_941	tRNA	124434	124538	-	COBAOO_14410		tRNA-Xxx	
contig_941	cds	124620	124883	-	COBAOO_14415		DUF2829 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8G3ZLS9
contig_941	cds	124919	125179	-	COBAOO_14420		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A367LTM1
contig_941	cds	125176	125544	-	COBAOO_14425		DUF2514 domain-containing protein	SO:0001217, UniRef:UniRef50_B3G1C6
contig_941	cds	125541	126218	-	COBAOO_14430		glycoside hydrolase family 19 protein	SO:0001217, UniRef:UniRef50_UPI000FF2BBFD
contig_941	cds	126215	126445	-	COBAOO_14435		hypothetical protein	
contig_946	cds	259	468	-	COBAOO_14440		DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A1B4FN65
contig_947	ncRNA	73	209	-	COBAOO_14445	isrN	isrN Hfq binding RNA	RFAM:RF01396, SO:0000655
contig_952	cds	113	562	-	COBAOO_14450		hypothetical protein	
contig_952	cds	569	5842	-	COBAOO_14455	cshA	DEAD-box ATP-dependent RNA helicase CshA	SO:0001217, UniRef:UniRef50_A0A554XLS2
contig_952	cds	5852	6952	-	COBAOO_14460		Fido domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7U9EHP8
contig_952	cds	7300	8511	-	COBAOO_14465		DUF4102 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8G4D033
contig_952	cds	8719	9819	-	COBAOO_14470	ychF	Ribosome-binding ATPase YchF	SO:0001217, UniRef:UniRef50_P0ABU3
contig_952	cds	9860	10444	-	COBAOO_14475		Peptidyl-tRNA hydrolase	SO:0001217, UniRef:UniRef50_Q7VMI1
contig_952	cds	10486	11100	-	COBAOO_14480		50S ribosomal protein L25	SO:0001217, UniRef:UniRef50_A0A7T4QZG3
contig_952	cds	11217	12158	-	COBAOO_14485		Ribose-phosphate pyrophosphokinase	SO:0001217, UniRef:UniRef50_D4DQG4
contig_952	tRNA	12214	12288	-	COBAOO_14490	trnQ	tRNA-Gln(ttg)	SO:0000261
contig_952	cds	12325	13173	-	COBAOO_14495		4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	SO:0001217, UniRef:UniRef50_A6W1C6
contig_952	cds	13175	13792	-	COBAOO_14500	lolB	Outer-membrane lipoprotein LolB	SO:0001217, UniRef:UniRef50_A4VPC2
contig_952	cds	13797	15524	-	COBAOO_14505	lbcA	proteolytic complex protein LbcA	BlastRules:WP_004352693, SO:0001217, UniRef:UniRef50_P42810
contig_952	cds	15713	16981	+	COBAOO_14510		Glutamyl-tRNA reductase	SO:0001217, UniRef:UniRef50_Q2SL96
contig_952	cds	16999	18081	+	COBAOO_14515		Peptide chain release factor 1	SO:0001217, UniRef:UniRef50_P43917
contig_952	cds	18083	18913	+	COBAOO_14520		Release factor glutamine methyltransferase	SO:0001217, UniRef:UniRef50_Q9HVC8
contig_952	cds	18907	19665	+	COBAOO_14525	thiS	Sulfur carrier protein ThiS adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A381CDB4
contig_952	cds	19655	20452	+	COBAOO_14530		Glutamate racemase	SO:0001217, UniRef:UniRef50_Q888B8
contig_952	cds	20586	21107	+	COBAOO_14535	pagL	lipid A 3-O-deacylase	BlastRules:WP_003099307, SO:0001217, UniRef:UniRef50_Q9HVD1
contig_952	cds	21233	22663	-	COBAOO_14540		Deoxyribodipyrimidine photolyase	SO:0001217, UniRef:UniRef50_G8QBW0
contig_952	cds	22675	23574	-	COBAOO_14545	merR	Transcriptional regulator, MerR family, associated with photolyase	SO:0001217, UniRef:UniRef50_G8QBV9
contig_952	cds	23584	24543	-	COBAOO_14550		DUF1722 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HCA5
contig_952	cds	24696	25679	-	COBAOO_14555		Renalase	SO:0001217, UniRef:UniRef50_A0A0C4WMD9
contig_952	cds	26075	26992	+	COBAOO_14560		TIGR01777 family protein	SO:0001217, UniRef:UniRef50_Q4ZXV0
contig_952	cds	26989	28011	+	COBAOO_14565		Ferrochelatase	SO:0001217, UniRef:UniRef50_M4X332
contig_952	cds	28291	29664	+	COBAOO_14570		MFS domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M5QHN1
contig_952	cds	29666	30613	-	COBAOO_14575		Spore coat protein U	SO:0001217, UniRef:UniRef50_A0A1C7BTS4
contig_952	cds	30610	32985	-	COBAOO_14580	yehB	Outer membrane usher protein YehB	SO:0001217, UniRef:UniRef50_A0A564M2F0
contig_952	cds	33002	33790	-	COBAOO_14585		PapD-N domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1B1KQ63
contig_952	cds	33809	34351	-	COBAOO_14590		SCPU domain-containing protein	SO:0001217, UniRef:UniRef50_A6VC46
contig_952	cds	34351	34884	-	COBAOO_14595		SCPU domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1C7BNB7
contig_952	cds	34915	35463	-	COBAOO_14600		Spore coat U domain-containing protein	SO:0001217, UniRef:UniRef50_A0A072ZCG2
contig_952	cds	35796	37079	-	COBAOO_14605		putative uracil permease	SO:0001217, UniRef:UniRef50_Q9CPL9
contig_952	cds	37082	37720	-	COBAOO_14610		Uracil phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_Q74EM9
contig_952	cds	37888	38445	+	COBAOO_14615		Hypoxanthine-guanine phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_A0A379IIX2
contig_952	cds	38447	38920	+	COBAOO_14620		DUF6016 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A024HMB2
contig_952	cds	38983	39468	+	COBAOO_14625		Secreted protein	SO:0001217, UniRef:UniRef50_A0A1E4WEB2
contig_952	cds	39551	39841	+	COBAOO_14630		Aminopeptidase	SO:0001217, UniRef:UniRef50_A0A024HNA5
contig_952	cds	40095	40508	+	COBAOO_14635		Glyoxalase/bleomycin resistance protein/dioxygenase:3-demethylubiquinone-9 3-methyltransferase	SO:0001217, UniRef:UniRef50_A6VC37
contig_952	cds	40558	42081	-	COBAOO_14640		putative malate:quinone oxidoreductase 2	SO:0001217, UniRef:UniRef50_Q9HVF1
