# Annotated with Bakta								
# Software: v1.8.2								
"# Database: v5.0, light"								
# DOI: 10.1099/mgen.0.000685								
# URL: github.com/oschwengers/bakta								
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_907	cds	47352	48410	+	COBAOO_09220	zapE	Cell division protein ZapE	"SO:0001217, UniRef:UniRef50_A0A509JLP5"
contig_907	cds	48450	49757	-	COBAOO_09225		NAD(P)/FAD-dependent oxidoreductase	"SO:0001217, UniRef:UniRef50_A0A098FZA1"
contig_907	cds	49821	49991	-	COBAOO_09230		50s ribosomal protein l13	"SO:0001217, UniRef:UniRef50_A0A080VGL5"
contig_907	cds	50017	50466	-	COBAOO_09235		MOSC domain-containing protein	"SO:0001217, UniRef:UniRef50_UPI00211B6551"
contig_907	cds	50463	51092	-	COBAOO_09240		DUF1780 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A024HN75"
contig_907	cds	51225	51650	+	COBAOO_09245		N-acetyltransferase domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A024HNT5"
contig_907	cds	51647	52117	+	COBAOO_09250		FAD/FMN-containing dehydrogenase	"SO:0001217, UniRef:UniRef50_A4XNH2"
contig_907	cds	52114	52803	+	COBAOO_09255	cbiM	Cobalt transport protein CbiM	"SO:0001217, UniRef:UniRef50_A0A024HMJ0"
contig_907	cds	52909	53118	+	COBAOO_09260		4-hydroxy-3-methylbut-2-enyl diphosphate reductase	"SO:0001217, UniRef:UniRef50_A0A1L7FVP9"
contig_907	cds	53155	53355	-	COBAOO_09265	yacG	DNA gyrase inhibitor YacG	"SO:0001217, UniRef:UniRef50_A0A142BEI4"
contig_907	cds	53352	53963	-	COBAOO_09270		Dephospho-CoA kinase	"SO:0001217, UniRef:UniRef50_A0A081KFA2"
contig_907	cds	53960	54832	-	COBAOO_09275	pilD	type IV prepilin peptidase/methyltransferase PilD	"BlastRules:WP_003112839, SO:0001217, UniRef:UniRef50_Q9ZEL6"
contig_907	cds	54836	56056	-	COBAOO_09280	pilC	Type IV pilus assembly protein PilC	"SO:0001217, UniRef:UniRef50_P22609"
contig_907	cds	56060	57760	-	COBAOO_09285	pilB	Type IV pilus assembly ATPase PilB	"SO:0001217, UniRef:UniRef50_P22608"
contig_907	tRNA	58530	58605	+	COBAOO_09290	trnT	tRNA-Thr(cgt)	SO:0000270
contig_907	cds	58658	59506	-	COBAOO_09295		nicotinate-nucleotide diphosphorylase (carboxylating)	"SO:0001217, UniRef:UniRef50_A0A2H6J9K9"
contig_907	cds	59792	62047	+	COBAOO_09300		DUF1631 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A1H5KC35"
contig_907	cds	62198	62764	+	COBAOO_09305	ampD	"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD"	"SO:0001217, UniRef:UniRef50_A0A6L7N043"
contig_907	cds	62761	63597	+	COBAOO_09310	ampE	Transmembrane protein AmpE	"SO:0001217, UniRef:UniRef50_Q9ZG99"
contig_907	cds	63787	65808	+	COBAOO_09315		Methyl-accepting chemotaxis protein	"SO:0001217, UniRef:UniRef50_A0A2H2YYI7"
contig_907	cds	66260	67423	+	COBAOO_09320		hypothetical protein	"PFAM:PF00278.25, PFAM:PF02784.19"
contig_907	cds	67539	67964	+	COBAOO_09325		VOC domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0N1LMW9"
contig_907	cds	68020	69822	-	COBAOO_09330	cptA	Phosphoethanolamine transferase CptA	"SO:0001217, UniRef:UniRef50_A0A1F1Q5U7"
contig_907	cds	69945	70760	-	COBAOO_09335		Sel1 repeat family protein	"SO:0001217, UniRef:UniRef50_A0A5E6RVW7"
contig_907	cds	70763	71491	-	COBAOO_09340		PKHD-type hydroxylase blr3905	"SO:0001217, UniRef:UniRef50_Q89ND7"
contig_907	cds	71661	73961	+	COBAOO_09345		Ligand-gated channel protein	"SO:0001217, UniRef:UniRef50_A0A3M5PZK3"
contig_907	cds	74177	76729	+	COBAOO_09350		Flavodoxin	"SO:0001217, UniRef:UniRef50_A0A8H2RUW9"
contig_907	cds	77237	78136	-	COBAOO_09355		Aspartyl/Asparaginyl beta-hydroxylase	"SO:0001217, UniRef:UniRef50_Q0KD11"
contig_907	cds	78266	79021	+	COBAOO_09360		5-oxoprolinase subunit A 2	"SO:0001217, UniRef:UniRef50_Q9I203"
contig_907	cds	79018	79695	+	COBAOO_09365		Kinase A inhibitor	"SO:0001217, UniRef:UniRef50_A0A127MNA1"
contig_907	cds	79692	80621	+	COBAOO_09370		AHS2 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0A8RL59"
contig_907	cds	80626	81099	-	COBAOO_09375		HTH asnC-type domain-containing protein	"SO:0001217, UniRef:UniRef50_U7HPT9"
contig_907	cds	81241	81873	+	COBAOO_09380	lysE	LysE family translocator	"SO:0001217, UniRef:UniRef50_S2LED4"
contig_907	cds	81906	82877	-	COBAOO_09385	gsiA	Glutathione import ATP-binding protein GsiA	"SO:0001217, UniRef:UniRef50_A0A084A0J5"
contig_907	cds	82877	83851	-	COBAOO_09390		Dipeptide ABC transporter ATP-binding protein	"SO:0001217, UniRef:UniRef50_A0A2X3JYC5"
contig_907	cds	83904	84815	-	COBAOO_09395	dppC	Dipeptide ABC transporter permease DppC	"SO:0001217, UniRef:UniRef50_A0A358HRQ1"
contig_907	cds	84827	85837	-	COBAOO_09400	dppB	Dipeptide transport system permease protein dppB	"SO:0001217, UniRef:UniRef50_C9Y303"
contig_907	cds	85905	87500	-	COBAOO_09405		SBP-bac-5 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A8B3G6H5"
contig_907	cds	87550	89001	-	COBAOO_09410	opdP	Glycine-glutamate dipeptide porin OpdP	"SO:0001217, UniRef:UniRef50_A0A448BS79"
contig_907	cds	89229	90830	-	COBAOO_09415		"Dipeptide ABC transporter, periplasmic dipeptide-binding protein"	"SO:0001217, UniRef:UniRef50_A0A3M4BV51"
contig_907	cds	91096	91659	-	COBAOO_09420	psdR	transcriptional regulator PsdR	BlastRules:WP_003094433
contig_907	cds	91828	93045	+	COBAOO_09425	mdpA	metallopeptidase MdpA	"BlastRules:WP_003107426, SO:0001217, UniRef:UniRef50_K6ZB28"
contig_907	cds	93113	94711	-	COBAOO_09430		Di/tripeptide-binding protein 2	"SO:0001217, UniRef:UniRef50_A0A0H2ZGW2"
contig_907	cds	94805	96418	-	COBAOO_09435		Di/tripeptide-binding protein 1	"SO:0001217, UniRef:UniRef50_A0A0H2ZGV2"
contig_907	cds	96671	97381	-	COBAOO_09440		DUF541 domain-containing protein	"SO:0001217, UniRef:UniRef50_B1JBF2"
contig_907	cds	97658	98926	+	COBAOO_09445		histidine kinase	"SO:0001217, UniRef:UniRef50_S6BCF3"
contig_907	cds	98952	99512	+	COBAOO_09450		Response regulatory domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A091ASR3"
contig_907	cds	99675	100484	+	COBAOO_09455		DUF2135 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A290ZS28"
contig_907	cds	100523	102292	+	COBAOO_09460		DUF2138 domain-containing protein	"SO:0001217, UniRef:UniRef50_W0MW19"
contig_907	cds	102277	102927	+	COBAOO_09465		DUF1175 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A4P9D555"
contig_907	cds	102924	107504	+	COBAOO_09470	magD	alpha-2-macroglobulin MagD	"BlastRules:WP_003112866, SO:0001217, UniRef:UniRef50_Q9HVT2"
contig_907	cds	107501	109150	+	COBAOO_09475		DUF2300 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A024HN18"
contig_907	cds	109113	109946	+	COBAOO_09480	yfaP	Uncharacterized protein YfaP	"SO:0001217, UniRef:UniRef50_P76462"
contig_907	cds	110061	110447	-	COBAOO_09485		CMD domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A3M3F1M4"
contig_907	cds	110479	110856	-	COBAOO_09490	rlpA	Endolytic peptidoglycan transglycosylase RlpA	"SO:0001217, UniRef:UniRef50_A0A1G5N4J4"
contig_907	cds	110916	112361	-	COBAOO_09495		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	"SO:0001217, UniRef:UniRef50_A4XQK5"
contig_907	cds	112468	113922	-	COBAOO_09500		Glutamyl-tRNA(Gln) amidotransferase subunit A	"SO:0001217, UniRef:UniRef50_Q9HVT8"
contig_907	cds	113938	114225	-	COBAOO_09505		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C	"SO:0001217, UniRef:UniRef50_Q82T57"
contig_907	cds	114465	115502	+	COBAOO_09510	mreB	rod shape-determining protein MreB	"BlastRules:WP_000466737, BlastRules:WP_000913396, BlastRules:WP_003094393, BlastRules:WP_003229650, SO:0001217, UniRef:UniRef50_W8TCS4"
contig_907	cds	115582	116574	+	COBAOO_09515	mreC	Cell shape-determining protein MreC	"SO:0001217, UniRef:UniRef50_A0A0B4XL69"
contig_907	cds	116574	117068	+	COBAOO_09520		hypothetical protein	
contig_907	cds	117158	117763	+	COBAOO_09525		dTTP/UTP pyrophosphatase	"SO:0001217, UniRef:UniRef50_Q9HVU3"
contig_907	cds	117797	119254	+	COBAOO_09530		Ribonuclease G	"SO:0001217, UniRef:UniRef50_P45175"
contig_907	cds	119269	123099	+	COBAOO_09535		TIGR02099 family protein	"SO:0001217, UniRef:UniRef50_C1DQ44"
contig_907	cds	123169	124017	+	COBAOO_09540		Deaminated glutathione amidase	"SO:0001217, UniRef:UniRef50_A0A5E7I378"
contig_907	cds	124020	125462	+	COBAOO_09545		Metalloprotease TldD-like protein	"SO:0001217, UniRef:UniRef50_Q89AE1"
contig_907	cds	125493	126017	-	COBAOO_09550		UPF0307 protein PP_0941	"SO:0001217, UniRef:UniRef50_Q88PA9"
contig_907	cds	126116	127465	+	COBAOO_09555	pmbA	Metalloprotease PmbA	"SO:0001217, UniRef:UniRef50_A0A6A9R2G6"
contig_907	cds	127613	128008	+	COBAOO_09560	fagA	FagA protein	"SO:0001217, UniRef:UniRef50_A0A1H0QLH9"
contig_907	cds	128001	129377	+	COBAOO_09565		Fumarate hydratase class II 2	"SO:0001217, UniRef:UniRef50_Q51404"
contig_907	cds	129405	129854	+	COBAOO_09570		hypothetical protein	
contig_907	cds	129867	130478	+	COBAOO_09575		Superoxide dismutase [Mn]	"SO:0001217, UniRef:UniRef50_P53652"
contig_907	cds	130527	131429	+	COBAOO_09580		ZIP family metal transporter	"SO:0001217, UniRef:UniRef50_Q88PA3"
contig_907	cds	131972	132154	+	COBAOO_09585	hicA	"Addiction module toxin, HicA family"	"SO:0001217, UniRef:UniRef50_R5C9R8"
contig_907	cds	132182	132586	+	COBAOO_09590		HicB-like domain-containing protein	"SO:0001217, UniRef:UniRef50_C3K7R7"
contig_907	cds	132629	133600	-	COBAOO_09595		hypothetical protein	
contig_907	cds	133585	134283	-	COBAOO_09600		"Prophage PssSM-01, Orf2"	"SO:0001217, UniRef:UniRef50_A0A0C5E3V1"
contig_907	cds	134283	134822	-	COBAOO_09605		DNA-binding protein	"SO:0001217, UniRef:UniRef50_Q48C57"
contig_907	cds	134819	135739	-	COBAOO_09610		Phage protein	"SO:0001217, UniRef:UniRef50_A0A6I0CGA9"
contig_907	cds	135736	136446	-	COBAOO_09615		"Tail fiber assembly protein, putative"	"SO:0001217, UniRef:UniRef50_A6UZ44"
contig_907	cds	136460	138424	-	COBAOO_09620		hypothetical protein	PFAM:PF07484.15
contig_907	cds	138436	138960	-	COBAOO_09625		Phage tail protein	"SO:0001217, UniRef:UniRef50_A0A145XBY8"
contig_907	cds	138953	140125	-	COBAOO_09630		Baseplate-J domain-containing protein	"SO:0001217, UniRef:UniRef50_Q48C52"
contig_907	cds	140122	140442	-	COBAOO_09635		Deoxyguanosinetriphosphate triphosphohydrolase	"SO:0001217, UniRef:UniRef50_A0A3M3PYB6"
contig_907	cds	140439	142493	-	COBAOO_09640		hypothetical protein	
contig_907	cds	142508	142648	-	COBAOO_09645		Prophage PSSB64-01	"SO:0001217, UniRef:UniRef50_Q48C49"
contig_907	cds	142672	142959	-	COBAOO_09650		"Phage tail assembly chaperone protein, E, or 41 or 14"	"SO:0001217, UniRef:UniRef50_A0A0F7YBE5"
contig_907	cds	142956	143441	-	COBAOO_09655		Bacteriophage lysis protein	"SO:0001217, UniRef:UniRef50_A6UZ52"
contig_907	cds	143438	143899	-	COBAOO_09660		Lysozyme	"SO:0001217, UniRef:UniRef50_U1ZMR8"
contig_907	cds	143896	144201	-	COBAOO_09665		Mobilization protein	"SO:0001217, UniRef:UniRef50_A0A0C2RC74"
contig_907	cds	144201	144410	-	COBAOO_09670		hypothetical protein	
contig_907	cds	144410	144859	-	COBAOO_09675		Putative tail tube protein	"SO:0001217, UniRef:UniRef50_P51726"
contig_907	cds	144863	145978	-	COBAOO_09680		hypothetical protein	
contig_907	cds	145990	146655	-	COBAOO_09685		Virion morphogenesis protein	"SO:0001217, UniRef:UniRef50_A0A145XCA9"
contig_907	cds	146648	147085	-	COBAOO_09690		Phage tail protein	"SO:0001217, UniRef:UniRef50_A0A0F7Y7T3"
contig_907	cds	147087	147584	-	COBAOO_09695		hypothetical protein	
contig_908	cds	442	1050	-	COBAOO_09700	msrQ	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ	"SO:0001217, UniRef:UniRef50_Q88DZ3"
contig_908	cds	1050	2063	-	COBAOO_09705	msrP	Protein-methionine-sulfoxide reductase catalytic subunit MsrP	"SO:0001217, UniRef:UniRef50_Q8PLY8"
contig_908	cds	2124	2939	-	COBAOO_09710		CDP-diacylglycerol--serine O-phosphatidyltransferase	"SO:0001217, UniRef:UniRef50_W9SZ37"
contig_908	cds	3094	4110	-	COBAOO_09715		Ketol-acid reductoisomerase (NADP(+))	"SO:0001217, UniRef:UniRef50_Q9RU74"
contig_908	cds	4153	4644	-	COBAOO_09720		Acetolactate synthase small subunit	"SO:0001217, UniRef:UniRef50_A0A533QH25"
contig_908	cds	4647	6371	-	COBAOO_09725		Acetolactate synthase isozyme 3 large subunit	"SO:0001217, UniRef:UniRef50_P00893"
contig_908	cds	6922	7374	+	COBAOO_09730		DUF4124 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A5E7VGC4"
contig_908	cds	7482	7811	-	COBAOO_09735		DUF446 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A5E6VP87"
contig_908	cds	7811	8590	-	COBAOO_09740		TPR-REGION domain-containing protein	"SO:0001217, UniRef:UniRef50_S6BNJ2"
contig_908	cds	8607	10931	-	COBAOO_09745		Penicillin-binding protein 1B	"SO:0001217, UniRef:UniRef50_N6WSN8"
contig_908	cds	11144	12706	+	COBAOO_09750		gluconokinase	"SO:0001217, UniRef:UniRef50_A0A2A2FMM3"
contig_908	cds	12798	13145	+	COBAOO_09755		hypothetical protein	PFAM:PF00805.25
contig_908	cds	13371	13643	+	COBAOO_09760		TfoX-C domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A142B7S6"
contig_908	cds	13749	14546	+	COBAOO_09765	cbpA	cAMP-binding protein CbpA	"BlastRules:WP_003095096, SO:0001217, UniRef:UniRef50_W9SYQ2"
contig_908	ncRNA	14600	14751	+	COBAOO_09770	prrF	PrrF RNA	"RFAM:RF00444, SO:0000655"
contig_908	ncRNA	14812	14960	+	COBAOO_09775	prrF	PrrF RNA	"RFAM:RF00444, SO:0000655"
contig_908	cds	15010	15897	-	COBAOO_09780		Cofac-haem-bdg domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A1Y6JQ30"
contig_908	cds	15908	16675	-	COBAOO_09785		ATP-binding cassette domain-containing protein	"SO:0001217, UniRef:UniRef50_UPI001045FCC1"
contig_908	cds	16675	17658	-	COBAOO_09790	hmuU	Hemin transport system permease protein HmuU	"SO:0001217, UniRef:UniRef50_A0A1X7AIB8"
contig_908	cds	17709	18602	-	COBAOO_09795		Periplasmic hemin-binding protein	"SO:0001217, UniRef:UniRef50_G8QCQ6"
contig_908	cds	18612	19676	-	COBAOO_09800		Hemin-degrading factor	"SO:0001217, UniRef:UniRef50_U3AXD9"
contig_908	cds	19857	22151	+	COBAOO_09805	phuR	heme/hemoglobin uptake receptor PhuR	"BlastRules:WP_003113453, SO:0001217, UniRef:UniRef50_A0A8G2S5K5"
contig_908	cds	22278	22601	+	COBAOO_09810		"Carbazole 1,9a-dioxygenase, terminal oxygenase component CarAa"	"SO:0001217, UniRef:UniRef50_A0A2N7R1V8"
contig_908	cds	22682	23194	+	COBAOO_09815		DUF4136 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A127MMJ7"
contig_908	cds	23198	23647	-	COBAOO_09820		DUF4345 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A239HRY7"
contig_908	cds	23896	24345	+	COBAOO_09825		Metal-binding protein	"SO:0001217, UniRef:UniRef50_A0A024HNF0"
contig_908	cds	24404	25639	-	COBAOO_09830		Aminotransferase	"SO:0001217, UniRef:UniRef50_A0A0M0EH42"
contig_908	cds	25809	26990	+	COBAOO_09835		Peptidase	"SO:0001217, UniRef:UniRef50_V6AMN8"
contig_908	cds	27012	27488	-	COBAOO_09840	secD	Preprotein translocase subunit SecD	"SO:0001217, UniRef:UniRef50_A0A5K1SH00"
contig_908	cds	27902	29197	+	COBAOO_09845		Xanthine/uracil/vitamin C permease	"SO:0001217, UniRef:UniRef50_B8CKE7"
contig_908	cds	29194	30285	+	COBAOO_09850		tRNA/tmRNA (uracil-C(5))-methyltransferase	"SO:0001217, UniRef:UniRef50_Q5P8D0"
contig_908	cds	30319	31026	-	COBAOO_09855		Sugar fermentation stimulation -like protein	"SO:0001217, UniRef:UniRef50_A0A162UST7"
contig_908	cds	31026	32198	-	COBAOO_09860		Aminotransferase	"SO:0001217, UniRef:UniRef50_A0A5S9N6K2"
contig_908	cds	32391	32837	+	COBAOO_09865	dksA	RNA polymerase-binding transcription factor DksA	"SO:0001217, UniRef:UniRef50_A0A380N0A0"
contig_908	cds	32905	33786	+	COBAOO_09870		Glutamyl-Q tRNA(Asp) synthetase	"SO:0001217, UniRef:UniRef50_A0A7L5RSJ6"
contig_908	cds	33856	34032	+	COBAOO_09875		MFS transporter	"SO:0001217, UniRef:UniRef50_Q4K5Y9"
contig_908	cds	34016	36967	+	COBAOO_09880	cbrA	two-component system sensor histidine kinase CbrA	"BlastRules:WP_003113915, SO:0001217, UniRef:UniRef50_A0A3L8BFS9"
contig_908	cds	36994	38430	+	COBAOO_09885	cbrB	two-component system response regulator CbrB	"BlastRules:WP_003113914, SO:0001217, UniRef:UniRef50_K0CHK9"
contig_908	ncRNA	38438	38498	+	COBAOO_09890	P36	Pseudomonas sRNA P36	"RFAM:RF01679, SO:0000655"
contig_908	ncRNA	38594	38997	+	COBAOO_09895	crcZ	Pseudomonas sRNA CrcZ	"RFAM:RF01675, SO:0000655"
contig_908	cds	39330	40733	+	COBAOO_09900		Poly(A) polymerase I	"SO:0001217, UniRef:UniRef50_A0A8G3BUY0"
contig_908	cds	40730	41218	+	COBAOO_09905		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	"SO:0001217, UniRef:UniRef50_G8QCR6"
contig_908	cds	41468	42268	+	COBAOO_09910		3-methyl-2-oxobutanoate hydroxymethyltransferase	"SO:0001217, UniRef:UniRef50_Q2SYZ1"
contig_908	cds	42265	43116	+	COBAOO_09915		Pantothenate synthetase	"SO:0001217, UniRef:UniRef50_A0A368U8S9"
contig_908	cds	43210	43590	+	COBAOO_09920		Aspartate 1-decarboxylase	"SO:0001217, UniRef:UniRef50_W2UBV6"
contig_908	cds	43679	45343	+	COBAOO_09925		Glucose-6-phosphate isomerase 2	"SO:0001217, UniRef:UniRef50_Q88DW7"
contig_908	cds	45537	47474	+	COBAOO_09930		Acetyl-coenzyme A synthetase	"SO:0001217, UniRef:UniRef50_Q9F7R5"
contig_908	cds	47571	48452	+	COBAOO_09935		Histidine kinase	"SO:0001217, UniRef:UniRef50_A0A0Q6CLY7"
contig_908	cds	48577	48873	+	COBAOO_09940		hypothetical protein	
contig_908	cds	49098	50888	+	COBAOO_09945		hypothetical protein	
contig_908	cds	50893	51186	+	COBAOO_09950		DUF2845 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A024HPC6"
contig_908	cds	51183	51497	+	COBAOO_09955		DUF2845 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A024HNN8"
contig_908	cds	51557	51754	-	COBAOO_09960	csbD	CsbD domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A1B4BXF3"
contig_908	cds	51804	52148	-	COBAOO_09965		BON domain-containing protein	"SO:0001217, UniRef:UniRef50_S6AIW9"
contig_908	cds	52421	54526	-	COBAOO_09970		Polyribonucleotide nucleotidyltransferase	"SO:0001217, UniRef:UniRef50_A4XYD6"
contig_908	cds	54700	54969	-	COBAOO_09975		30S ribosomal protein S15	"SO:0001217, UniRef:UniRef50_C4XJA5"
contig_908	ncRNA-region	54913	55033	-			Ribosomal S15 leader	"RFAM:RF00114, SO:0000140"
contig_908	cds	55065	55979	-	COBAOO_09980		tRNA pseudouridine synthase B	"SO:0001217, UniRef:UniRef50_A0A7U7GFU7"
contig_908	cds	55982	56371	-	COBAOO_09985		Ribosome-binding factor A	"SO:0001217, UniRef:UniRef50_B3PI97"
contig_908	cds	56474	58996	-	COBAOO_09990		Translation initiation factor IF-2	"SO:0001217, UniRef:UniRef50_A9KBM1"
contig_908	cds	59024	60505	-	COBAOO_09995	nusA	Transcription termination/antitermination protein NusA	"SO:0001217, UniRef:UniRef50_A0A2D6ZNZ1"
contig_908	cds	60550	61008	-	COBAOO_10000	rimP	Ribosome maturation factor RimP	"SO:0001217, UniRef:UniRef50_A4VPP2"
contig_908	tRNA	61135	61211	-	COBAOO_10005	trnfM	tRNA-fMet(cat)	SO:0000266
contig_908	tRNA	61302	61387	-	COBAOO_10010	trnL	tRNA-Leu(gag)	SO:0000264
contig_908	cds	61793	62548	-	COBAOO_10015		Triosephosphate isomerase	"SO:0001217, UniRef:UniRef50_P95576"
contig_908	cds	62614	63951	-	COBAOO_10020		Phosphoglucosamine mutase	"SO:0001217, UniRef:UniRef50_Q8EHM0"
contig_908	cds	63968	64747	-	COBAOO_10025		Dihydropteroate synthase	"SO:0001217, UniRef:UniRef50_G8Q8F0"
contig_908	cds	64829	66748	-	COBAOO_10030	ftsH	ATP-dependent zinc metalloprotease FtsH	"SO:0001217, UniRef:UniRef50_B8H444"
contig_908	cds	66947	67570	-	COBAOO_10035		Ribosomal RNA large subunit methyltransferase E	"SO:0001217, UniRef:UniRef50_Q0VSS9"
contig_908	cds	67665	67979	+	COBAOO_10040		CRM domain-containing protein	"SO:0001217, UniRef:UniRef50_A6VU20"
contig_908	cds	68020	68427	-	COBAOO_10045		DUF4149 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A239GQA7"
contig_908	cds	68438	68914	-	COBAOO_10050	greA	Transcription elongation factor GreA	"SO:0001217, UniRef:UniRef50_P59489"
contig_908	cds	68911	72132	-	COBAOO_10055		Carbamoyl-phosphate synthase large chain	"SO:0001217, UniRef:UniRef50_P58943"
contig_908	cds	72152	72802	-	COBAOO_10060	leuE	Leucine efflux protein LeuE	"SO:0001217, UniRef:UniRef50_A0A1E7LFB4"
contig_908	cds	72814	73950	-	COBAOO_10065		Carbamoyl-phosphate synthase small chain	"SO:0001217, UniRef:UniRef50_P38098"
contig_908	ncRNA	73950	74028	+	COBAOO_10070	P31	Pseudomonas sRNA P31	"RFAM:RF01676, SO:0000655"
contig_908	cds	74133	74939	-	COBAOO_10075		4-hydroxy-tetrahydrodipicolinate reductase	"SO:0001217, UniRef:UniRef50_Q74GT5"
contig_908	cds	74996	76129	-	COBAOO_10080	dnaJ	Chaperone protein DnaJ	"SO:0001217, UniRef:UniRef50_P42381"
contig_908	cds	76245	78158	-	COBAOO_10085	dnaK	Chaperone protein DnaK	"SO:0001217, UniRef:UniRef50_A6T226"
contig_908	cds	78248	78808	-	COBAOO_10090	grpE	Protein GrpE	"SO:0001217, UniRef:UniRef50_A0A379AD33"
contig_908	cds	78976	80652	+	COBAOO_10095	recN	DNA repair protein RecN	"SO:0001217, UniRef:UniRef50_Q9HV41"
contig_908	cds	80722	81126	-	COBAOO_10100		Ferric uptake regulation protein	"SO:0001217, UniRef:UniRef50_Q03456"
contig_908	cds	81224	81754	+	COBAOO_10105		hypothetical protein	
contig_908	cds	81822	82127	-	COBAOO_10110		UPF0125 protein CL52_16335	"SO:0001217, UniRef:UniRef50_A0A8D3Y438"
contig_908	cds	82120	82554	-	COBAOO_10115		Polyketide-cyc domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A3M3ERP2"
contig_908	cds	82829	83308	+	COBAOO_10120		SsrA-binding protein	"SO:0001217, UniRef:UniRef50_Q5F816"
contig_908	cds	83331	84104	-	COBAOO_10125		Transcriptional regulator for lactate utilisation (GntR family)	"SO:0001217, UniRef:UniRef50_H8WCZ7"
contig_908	cds	84433	86115	+	COBAOO_10130		L-lactate permease	"SO:0001217, UniRef:UniRef50_P33231"
contig_908	cds	86271	87416	+	COBAOO_10135		L-lactate dehydrogenase	"SO:0001217, UniRef:UniRef50_C3K053"
contig_908	cds	87483	90299	+	COBAOO_10140		4Fe-4S ferredoxin	"SO:0001217, UniRef:UniRef50_A0A0K1XD17"
contig_908	cds	90527	91009	+	COBAOO_10145		S-adenosylmethionine decarboxylase proenzyme	"SO:0001217, UniRef:UniRef50_A6VCN1"
contig_908	cds	91009	92136	+	COBAOO_10150		Polyamine aminopropyltransferase 2	"SO:0001217, UniRef:UniRef50_Q9HV34"
contig_908	cds	92139	92999	+	COBAOO_10155		RMD1 family protein	"SO:0001217, UniRef:UniRef50_A0A7W7KLR0"
contig_908	cds	93012	93677	+	COBAOO_10160	pmrA	two-component system response regulator PrmA	"BlastRules:WP_003102236, SO:0001217, UniRef:UniRef50_Q83CA1"
contig_908	cds	93701	95134	+	COBAOO_10165	pmrB	two-component system sensor histidine kinase PmrB	"BlastRules:WP_003102237, SO:0001217, UniRef:UniRef50_Q9HV31"
contig_908	cds	95198	95596	+	COBAOO_10170		Cu(I)-responsive transcriptional regulator	"SO:0001217, UniRef:UniRef50_A0A3S8ZT26"
contig_908	cds	95565	96131	-	COBAOO_10175		Nucleotidyltransferase family protein	"SO:0001217, UniRef:UniRef50_W5IVS9"
contig_908	cds	96128	97021	-	COBAOO_10180	eamA	EamA family transporter	"SO:0001217, UniRef:UniRef50_M3BQ46"
contig_908	cds	97111	98004	-	COBAOO_10185		non-specific serine/threonine protein kinase	"SO:0001217, UniRef:UniRef50_A0A0P7Y349"
contig_908	cds	98128	99309	-	COBAOO_10190		cyclic di-GMP phosphodiesterase	"BlastRules:WP_003102241, SO:0001217, UniRef:UniRef50_Q9HV27"
contig_908	cds	99417	99662	-	COBAOO_10195		Lipoprotein	"SO:0001217, UniRef:UniRef50_A0A0C7D6Z0"
contig_908	cds	99696	100586	-	COBAOO_10200	yedA	Drug/metabolite exporter YedA	"SO:0001217, UniRef:UniRef50_A0A3M4EFU9"
contig_908	cds	100741	101208	+	COBAOO_10205		HTH asnC-type domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A024HPG7"
contig_908	cds	101532	102809	-	COBAOO_10210		Acetyl-CoA acetyltransferase	"SO:0001217, UniRef:UniRef50_A0A0F0H6Q0"
contig_908	cds	103064	104419	+	COBAOO_10215		3-oxoacyl-[acyl-carrier protein] reductase	"SO:0001217, UniRef:UniRef50_A0A7W7DMA2"
contig_908	cds	104530	105531	-	COBAOO_10220	araC	AraC family transcriptional regulator	"SO:0001217, UniRef:UniRef50_A0A069QAQ4"
