# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1463	cds	34046	34216	+	MDNEJI_05658	102.0	3.0e-29	1.0	1.0	0.911	UniRef:UniRef50_A0A0C6F2B6
contig_1463	cds	34301	35071	+	MDNEJI_05659	249.0	5.8e-81	1.008	0.963	0.519	UniRef:UniRef50_A0A1Y3NT84
contig_1463	cds	35171	35485	+	MDNEJI_05660	198.0	1.3e-65	0.981	0.879	0.980	UniRef:UniRef50_Q06552
contig_1463	cds	35672	37150	-	MDNEJI_05661	827.0	6.1e-301	0.992	0.914	0.848	UniRef:UniRef50_P20580
contig_1463	cds	37223	38041	-	MDNEJI_05662	351.0	8.8e-121	1.022	0.965	0.647	UniRef:UniRef50_Q88A30
contig_1463	cds	38041	38715	-	MDNEJI_05663	273.0	2.5e-91	0.915	0.865	0.644	UniRef:UniRef50_A0A451D8S7
contig_1463	cds	38839	39669	-	MDNEJI_05664	346.0	1.5e-118	0.964	0.884	0.673	UniRef:UniRef50_A0A5E4SD79
contig_1463	cds	39775	41022	-	MDNEJI_05665	459.0	2.6e-158	0.952	0.832	0.608	UniRef:UniRef50_A0A0S4X0U0
contig_1463	cds	41137	42183	-	MDNEJI_05666	427.0	5.6e-148	0.974	0.902	0.605	UniRef:UniRef50_M4X6V3
contig_1463	cds	42239	43348	-	MDNEJI_05667	651.0	2.5e-235	0.984	0.846	0.890	UniRef:UniRef50_A0A0F4TXQ5
contig_1463	cds	43582	44616	-	MDNEJI_05668	409.0	4.6e-141	0.980	0.896	0.567	UniRef:UniRef50_M4X6V3
contig_1463	cds	44745	45377	-	MDNEJI_05669	357.0	9.3e-125	0.995	0.816	0.895	UniRef:UniRef50_A0A3M3E7I3
contig_1463	cds	45423	47816	-	MDNEJI_05670	1065.0	0.0	0.961	0.915	0.718	UniRef:UniRef50_F8H984
contig_1463	cds	47968	49029	+	MDNEJI_05671	339.0	1.4e-113	0.980	0.964	0.590	UniRef:UniRef50_M4WRQ8
contig_1463	cds	49030	49788	-	MDNEJI_05672	257.0	3.0e-84	1.012	0.924	0.573	UniRef:UniRef50_A0A1C2DMJ7
contig_1463	cds	49790	50464	-	MDNEJI_05673	237.0	3.6e-77	1.049	0.979	0.566	UniRef:UniRef50_A0A554WBS4
contig_1463	cds	50461	51477	-	MDNEJI_05674	431.0	4.2e-150	0.914	0.842	0.657	UniRef:UniRef50_Q88QT3
contig_1463	cds	51604	54405	+	MDNEJI_05675	1811.0	0.0	1.118	1.0	0.895	UniRef:UniRef50_Q9I5U2
contig_1463	cds	54386	55678	+	MDNEJI_05676	538.0	6.9e-189	0.914	0.814	0.707	UniRef:UniRef50_Q4ZMG7
contig_1463	cds	55675	56661	+	MDNEJI_05677	401.0	3.0e-138	0.991	0.883	0.628	UniRef:UniRef50_P58719
contig_1463	cds	56777	57583	+	MDNEJI_05678	305.0	2.4e-102	0.951	0.859	0.643	UniRef:UniRef50_C1D9C2
contig_1463	cds	57620	58000	+	MDNEJI_05679	181.0	5.9e-58	1.0	0.808	0.683	UniRef:UniRef50_Q9I5U6
contig_1463	cds	58000	58851	+	MDNEJI_05680	444.0	1.0e-156	1.004	0.907	0.746	UniRef:UniRef50_Q9I5U7
contig_1463	cds	58895	59227	+	MDNEJI_05681	183.0	1.2e-59	0.918	0.835	0.861	UniRef:UniRef50_A0A246F7Q3
contig_1463	cds	59506	61428	+	MDNEJI_05682	964.0	0.0	1.114	0.999	0.693	UniRef:UniRef50_D4I3Z4
contig_1463	cds	61529	62800	+	MDNEJI_05683	448.0	1.0e-153	0.995	0.898	0.551	UniRef:UniRef50_Q2NTA6
contig_1463	cds	62797	64350	+	MDNEJI_05684	707.0	8.2e-253	0.956	0.855	0.666	UniRef:UniRef50_A0A1N7RVK5
contig_1463	cds	64445	64951	+	MDNEJI_05685	189.0	6.5e-60	0.988	0.856	0.608	UniRef:UniRef50_A0A1B3E0J2
contig_1463	cds	64995	66227	+	MDNEJI_05686	478.0	3.2e-166	0.993	0.929	0.602	UniRef:UniRef50_B2FUP5
contig_1463	cds	66200	66742	-	MDNEJI_05687	235.0	3.4e-78	0.983	1.0	0.661	UniRef:UniRef50_A0AA41WJZ7
contig_1463	cds	66733	67149	-	MDNEJI_05688	192.0	3.3e-62	0.986	0.958	0.735	UniRef:UniRef50_A0A8H9MAK9
contig_1463	cds	67170	67739	+	MDNEJI_05689	279.0	4.6e-95	1.0	0.950	0.757	UniRef:UniRef50_Q9I5V6
contig_1463	cds	67818	68843	-	MDNEJI_05690	419.0	1.1e-144	1.003	0.851	0.629	UniRef:UniRef50_Q74RQ9
contig_1463	cds	69044	69259	+	MDNEJI_05691	80.1	6.8e-20	0.972	0.896	0.652	UniRef:UniRef50_P0A165
contig_1463	cds	69329	69778	+	MDNEJI_05692	260.0	7.1e-89	1.074	1.0	0.925	UniRef:UniRef50_Q9I5V9
contig_1463	cds	69861	71855	+	MDNEJI_05693	985.0	0.0	1.018	0.990	0.774	UniRef:UniRef50_Q9I5W0
contig_1463	cds	71935	73788	+	MDNEJI_05694	706.0	1.1e-248	1.015	0.906	0.649	UniRef:UniRef50_A0A3D4U878
contig_1463	cds	73895	77632	+	MDNEJI_05695	1629.0	0.0	1.002	1.001	0.659	UniRef:UniRef50_A0A7Y1BKV5
contig_1463	tRNA	77649	77725	+	MDNEJI_05696	82.6	-	-	-	-	-
contig_1463	cds	78275	79396	+	MDNEJI_05697	548.0	4.3e-194	0.995	0.801	0.714	UniRef:UniRef50_A0A2N7RI97
contig_1463	cds	79489	79824	+	MDNEJI_05698	-	-	-	-	-	-
contig_1463	cds	80438	83164	+	MDNEJI_05699	1793.0	0.0	0.994	0.969	0.996	UniRef:UniRef50_Q9I5W4
contig_1463	cds	83355	83969	+	MDNEJI_05700	405.0	1.7e-144	1.020	1.0	0.971	UniRef:UniRef50_Q9I5W5
contig_1463	cds	83959	84306	+	MDNEJI_05701	227.0	8.6e-77	0.939	0.824	1.0	UniRef:UniRef50_Q9I5W6
contig_1463	cds	84320	84790	+	MDNEJI_05702	-	-	-	-	-	-
contig_1463	cds	84806	85264	+	MDNEJI_05703	285.0	1.4e-98	0.914	0.863	0.986	UniRef:UniRef50_Q9I5W8
contig_1463	cds	85274	85432	-	MDNEJI_05704	65.5	1.1e-14	0.962	0.909	0.640	UniRef:UniRef50_C3K352
contig_1463	cds	85620	86135	+	MDNEJI_05705	326.0	5.2e-114	0.977	0.898	0.988	UniRef:UniRef50_Q9I5X0
contig_1463	cds	86125	86463	-	MDNEJI_05706	134.0	4.8e-40	1.0	0.818	0.652	UniRef:UniRef50_Q57498
contig_1463	cds	86581	87492	+	MDNEJI_05707	571.0	2.9e-206	1.109	1.0	0.887	UniRef:UniRef50_A0A9P1R587
contig_1463	cds	87670	88023	+	MDNEJI_05708	135.0	2.4e-40	1.077	0.881	0.524	UniRef:UniRef50_F0SKI8
contig_1463	cds	88152	88847	+	MDNEJI_05709	429.0	3.2e-153	1.013	1.0	0.987	UniRef:UniRef50_A0A9P1R372
contig_1463	cds	88855	89343	-	MDNEJI_05710	190.0	2.3e-60	0.963	0.817	0.577	UniRef:UniRef50_A0A4R7FCR0
contig_1463	cds	89456	90634	+	MDNEJI_05711	568.0	1.1e-200	1.293	0.979	0.600	UniRef:UniRef50_A0A1T1HEL9
contig_1463	cds	90631	91398	-	MDNEJI_05712	291.0	2.7e-97	0.984	0.887	0.590	UniRef:UniRef50_F2KEZ6
contig_1463	cds	91628	92053	+	MDNEJI_05713	179.0	7.7e-57	0.957	0.888	0.607	UniRef:UniRef50_A0A024HMX1
contig_1463	cds	92055	92537	-	MDNEJI_05714	314.0	5.4e-110	1.012	1.0	0.975	UniRef:UniRef50_Q9I5Y0
contig_1463	cds	92603	93667	-	MDNEJI_05715	518.0	2.4e-184	0.977	0.997	0.720	UniRef:UniRef50_A0A2P8VTN8
contig_1463	cds	93787	94128	-	MDNEJI_05716	233.0	4.0e-79	1.0	0.869	0.973	UniRef:UniRef50_Q9I5Y2
contig_1463	cds	94288	94488	-	MDNEJI_05717	134.0	1.8e-41	1.0	1.0	0.985	UniRef:UniRef50_A0A6J4E0A1
contig_1463	cds	94561	95724	-	MDNEJI_05718	573.0	1.3e-204	1.018	0.945	0.769	UniRef:UniRef50_P0C6Q3
contig_1463	cds	95730	96791	-	MDNEJI_05719	417.0	2.5e-144	0.949	0.928	0.582	UniRef:UniRef50_U1ZTH8
contig_1463	cds	97006	97803	+	MDNEJI_05720	353.0	8.6e-122	0.966	0.918	0.664	UniRef:UniRef50_I3TKY0
contig_1463	cds	97784	98848	-	MDNEJI_05721	689.0	3.2e-251	0.949	0.873	0.982	UniRef:UniRef50_A0A367MFU9
contig_1463	cds	98848	100845	-	MDNEJI_05722	1147.0	0.0	1.0	0.894	0.833	UniRef:UniRef50_P57195
contig_1463	cds	101092	102093	+	MDNEJI_05723	468.0	1.5e-164	0.973	0.848	0.744	UniRef:UniRef50_A0A5E7L5F8
contig_1463	cds	102109	103299	+	MDNEJI_05724	447.0	3.4e-155	0.982	1.0	0.586	UniRef:UniRef50_A1SZJ9
contig_1463	cds	103357	104661	-	MDNEJI_05725	447.0	2.0e-153	1.014	0.987	0.543	UniRef:UniRef50_A0A6S7C6Y0
contig_1463	cds	104866	105609	+	MDNEJI_05726	503.0	1.1e-181	1.0	0.957	0.980	UniRef:UniRef50_Q9I5Z2
contig_1463	cds	105613	106581	-	MDNEJI_05727	377.0	2.1e-129	0.994	0.950	0.591	UniRef:UniRef50_Q9I5Z3
contig_1463	cds	106831	107250	+	MDNEJI_05728	211.0	1.3e-69	0.878	0.836	0.975	UniRef:UniRef50_A0A1S1GIB0
contig_1463	cds	107442	107900	-	MDNEJI_05729	224.0	2.0e-74	1.020	1.0	0.710	UniRef:UniRef50_Q9I5Z5
contig_1463	cds	108014	108400	-	MDNEJI_05730	159.0	4.4e-49	1.0	0.815	0.664	UniRef:UniRef50_A0A3P2A7W7
contig_1463	cds	108470	109300	-	MDNEJI_05731	379.0	2.3e-131	0.996	0.893	0.709	UniRef:UniRef50_Q9I5Z7
contig_1463	cds	109456	110037	+	MDNEJI_05732	315.0	4.5e-109	0.855	0.846	0.964	UniRef:UniRef50_P57701
contig_1463	cds	110125	110733	+	MDNEJI_05733	246.0	2.2e-81	0.980	0.921	0.616	UniRef:UniRef50_A0A1Y0CZC8
contig_1463	cds	110737	111762	+	MDNEJI_05734	594.0	8.3e-214	1.0	0.863	1.0	UniRef:UniRef50_Q9I600
contig_1463	cds	111873	112427	-	MDNEJI_05735	203.0	4.1e-65	0.978	0.878	0.589	UniRef:UniRef50_A0A5E7GNC7
contig_1463	cds	112445	113734	-	MDNEJI_05736	615.0	2.4e-219	0.998	0.892	0.678	UniRef:UniRef50_A0A379IW41
contig_1463	cds	114072	115562	-	MDNEJI_05737	529.0	8.6e-184	0.925	0.884	0.612	UniRef:UniRef50_A0A9Q7QYP3
contig_1463	cds	115848	116111	+	MDNEJI_05738	180.0	3.0e-59	1.034	1.0	0.967	UniRef:UniRef50_A0A2R3INH8
contig_1463	cds	116186	116902	-	MDNEJI_05739	283.0	3.8e-95	0.983	0.971	0.598	UniRef:UniRef50_A0A0F7QJ38
contig_1463	cds	116902	118083	-	MDNEJI_05740	530.0	1.4e-187	0.992	0.973	0.703	UniRef:UniRef50_A0A379IPL5
contig_1463	cds	118076	118312	-	MDNEJI_05741	145.0	1.2e-45	1.0	0.951	0.987	UniRef:UniRef50_A6UYZ1
contig_1463	cds	118309	119010	-	MDNEJI_05742	280.0	7.9e-94	0.961	0.922	0.598	UniRef:UniRef50_Q9I607
contig_1463	cds	119112	119990	+	MDNEJI_05743	432.0	7.5e-152	0.997	0.930	0.735	UniRef:UniRef50_A0A0C5E3W8
contig_1463	ncRNA	120017	120138	-	MDNEJI_05744	109.3	4.4e-18	-	-	-	RFAM:RF00195
contig_1463	cds	120344	121027	+	MDNEJI_05745	280.0	4.4e-94	0.982	0.881	0.641	UniRef:UniRef50_G3XCW6
contig_1463	cds	121111	121305	+	MDNEJI_05746	136.0	2.0e-42	1.031	1.0	0.955	UniRef:UniRef50_G3XDA0
contig_1463	cds	121312	123150	-	MDNEJI_05747	694.0	1.8e-245	1.015	1.003	0.601	UniRef:UniRef50_Q51484
contig_1463	cds	123152	124549	-	MDNEJI_05748	713.0	9.6e-257	0.970	0.869	0.761	UniRef:UniRef50_P98008
contig_1463	cds	124549	124989	-	MDNEJI_05749	181.0	1.7e-57	1.014	0.967	0.547	UniRef:UniRef50_E0UUV1
contig_1463	cds	125079	125336	-	MDNEJI_05750	159.0	8.2e-51	1.0	1.0	0.988	UniRef:UniRef50_Q51483
contig_1463	cds	125344	125916	-	MDNEJI_05751	238.0	1.4e-78	0.953	0.896	0.680	UniRef:UniRef50_A9I7D7
contig_1463	cds	125906	126688	-	MDNEJI_05752	294.0	4.7e-98	0.969	0.816	0.587	UniRef:UniRef50_A0A7Z0NDB0
contig_1463	cds	126904	128610	+	MDNEJI_05753	700.0	1.0e-248	0.993	0.953	0.590	UniRef:UniRef50_A0A916MFW5
contig_1463	cds	128661	128975	+	MDNEJI_05754	106.0	2.6e-29	1.038	1.0	0.509	UniRef:UniRef50_A0A1F3ZYY9
contig_1463	cds	128972	129331	+	MDNEJI_05755	249.0	3.5e-85	1.0	0.875	1.0	UniRef:UniRef50_Q51479
contig_1463	cds	129328	130506	+	MDNEJI_05756	461.0	9.2e-160	0.987	0.874	0.563	UniRef:UniRef50_A0A1J5S0X8
contig_1463	cds	130515	130967	+	MDNEJI_05757	145.0	4.6e-43	0.980	0.855	0.510	UniRef:UniRef50_P95412
contig_1463	cds	130964	131488	+	MDNEJI_05758	197.0	3.3e-63	0.966	0.939	0.589	UniRef:UniRef50_P95413
contig_1463	cds	131481	131924	+	MDNEJI_05759	185.0	3.8e-59	1.0	0.891	0.639	UniRef:UniRef50_P95414
contig_1463	cds	131899	132414	+	MDNEJI_05760	237.0	1.9e-78	1.023	0.825	0.703	UniRef:UniRef50_P95415
contig_1463	cds	132408	133571	+	MDNEJI_05761	453.0	2.9e-157	1.005	0.942	0.560	UniRef:UniRef50_A0A3M3EJ68
contig_1463	cds	133582	134421	+	MDNEJI_05762	296.0	5.4e-99	0.957	0.902	0.573	UniRef:UniRef50_A0A558NQH8
contig_1463	cds	134412	135893	+	MDNEJI_05763	553.0	1.2e-192	1.014	0.879	0.568	UniRef:UniRef50_Q9I609
contig_1463	cds	136226	138004	-	MDNEJI_05764	895.0	0.0	1.132	1.001	0.684	UniRef:UniRef50_A0A4R6P5X1
contig_1463	cds	138279	140075	-	MDNEJI_05765	728.0	9.7e-259	1.002	0.968	0.614	UniRef:UniRef50_A0A5E6TDY9
contig_1463	cds	140288	142093	-	MDNEJI_05766	818.0	9.4e-294	0.995	0.894	0.669	UniRef:UniRef50_A0A366D1E8
contig_1463	cds	142434	142664	-	MDNEJI_05767	-	-	-	-	-	-
contig_1463	cds	142773	143459	-	MDNEJI_05768	300.0	2.2e-101	0.974	0.813	0.716	UniRef:UniRef50_W2UFX1
contig_1463	cds	143463	144287	-	MDNEJI_05769	366.0	5.7e-126	0.996	0.840	0.696	UniRef:UniRef50_A6UYW3
contig_1463	cds	144280	145002	-	MDNEJI_05770	271.0	3.6e-90	1.0	0.934	0.613	UniRef:UniRef50_A0A839T038
contig_1463	cds	144995	146200	-	MDNEJI_05771	440.0	1.9e-151	0.968	0.900	0.595	UniRef:UniRef50_A0A0C3RNZ2
contig_1463	cds	146306	147364	-	MDNEJI_05772	409.0	2.0e-141	0.963	0.988	0.596	UniRef:UniRef50_Q6FAP9
contig_1463	cds	147712	147921	+	MDNEJI_05773	-	-	-	-	-	-
contig_1463	cds	147965	148942	-	MDNEJI_05774	352.0	1.1e-120	0.818	0.993	0.684	UniRef:UniRef50_A0A0N8RKM9
contig_1463	cds	148932	149810	-	MDNEJI_05775	354.0	1.8e-121	0.986	0.990	0.573	UniRef:UniRef50_A0A7W6C2E6
contig_1463	cds	149812	151188	-	MDNEJI_05776	506.0	7.0e-175	0.989	0.827	0.589	UniRef:UniRef50_Q7VZL2
contig_1463	cds	151199	151447	-	MDNEJI_05777	91.7	3.5e-24	0.951	0.918	0.590	UniRef:UniRef50_A0A512IES2
contig_1463	cds	151524	152282	-	MDNEJI_05778	379.0	7.1e-132	0.992	0.804	0.736	UniRef:UniRef50_Q881F7
contig_1463	cds	152409	153326	+	MDNEJI_05779	435.0	3.5e-152	1.0	0.857	0.705	UniRef:UniRef50_A0AAJ5N6D0
contig_1463	cds	153380	153673	+	MDNEJI_05780	110.0	7.0e-31	0.979	0.841	0.547	UniRef:UniRef50_A0A178LLF2
contig_1463	cds	153812	154537	+	MDNEJI_05781	224.0	6.7e-72	0.954	0.916	0.535	UniRef:UniRef50_A0A653E044
contig_1463	cds	154579	154899	+	MDNEJI_05782	123.0	7.3e-36	1.0	0.914	0.594	UniRef:UniRef50_Q9I630
contig_1463	cds	154967	155725	+	MDNEJI_05783	297.0	5.2e-100	1.016	0.924	0.656	UniRef:UniRef50_A0A024HA17
contig_1463	cds	155787	156761	+	MDNEJI_05784	553.0	2.8e-198	1.0	0.842	0.793	UniRef:UniRef50_A0A3M5TXL7
contig_1463	cds	156964	157860	+	MDNEJI_05785	440.0	9.7e-155	0.980	0.869	0.712	UniRef:UniRef50_Q9I633
contig_1463	cds	158550	159065	-	MDNEJI_05786	220.0	5.5e-72	0.982	0.857	0.696	UniRef:UniRef50_Q9I634
contig_1463	cds	159097	159540	-	MDNEJI_05787	146.0	6.5e-44	1.0	0.936	0.503	UniRef:UniRef50_A0A520RA61
contig_1463	cds	159847	162024	+	MDNEJI_05788	1156.0	0.0	0.804	1.0	0.997	UniRef:UniRef50_A0A0U5MIF6
contig_1463	cds	162072	162515	-	MDNEJI_05789	328.0	3.0e-115	1.0	0.803	0.986	UniRef:UniRef50_Q9I637
contig_1463	cds	162558	163355	-	MDNEJI_05790	291.0	9.1e-97	0.970	0.806	0.556	UniRef:UniRef50_A0A0S2DBU0
contig_1463	cds	163459	164397	+	MDNEJI_05791	422.0	9.3e-148	0.942	0.980	0.714	UniRef:UniRef50_A0A5R9QTI2
contig_1463	cds	164476	164952	-	MDNEJI_05792	181.0	6.8e-57	1.0	0.814	0.582	UniRef:UniRef50_A0A0J6NEU1
contig_1463	cds	165001	165966	+	MDNEJI_05793	346.0	5.0e-117	0.960	0.895	0.584	UniRef:UniRef50_Q7NTA5
contig_1463	cds	166314	168041	+	MDNEJI_05794	975.0	0.0	1.045	1.0	0.950	UniRef:UniRef50_U2G164
contig_1463	cds	168075	168644	-	MDNEJI_05795	-	-	-	-	-	-
contig_1463	cds	168694	169095	-	MDNEJI_05796	145.0	5.1e-44	0.977	0.909	0.508	UniRef:UniRef50_A0A934GG84
contig_1463	cds	169238	169987	-	MDNEJI_05797	497.0	2.9e-179	1.0	0.943	0.996	UniRef:UniRef50_A0A2N7QYF3
contig_1463	cds	170156	170674	+	MDNEJI_05798	268.0	5.1e-91	0.994	0.929	0.778	UniRef:UniRef50_A0A3M4AIV3
contig_1463	cds	170671	171642	+	MDNEJI_05799	310.0	1.3e-102	0.997	0.885	0.537	UniRef:UniRef50_A0A3M3EAW3
contig_1463	cds	171746	174139	+	MDNEJI_05800	969.0	0.0	1.038	1.006	0.597	UniRef:UniRef50_Q9I648
contig_1463	cds	174312	175169	-	MDNEJI_05801	273.0	6.4e-90	0.996	0.986	0.507	UniRef:UniRef50_Q9I649
contig_1463	cds	175255	176205	+	MDNEJI_05802	185.0	2.6e-54	1.003	0.958	0.555	UniRef:UniRef50_A6UYT4
contig_1463	cds	176224	176844	+	MDNEJI_05803	-	-	-	-	-	-
contig_1463	cds	176807	176992	-	MDNEJI_05804	-	-	-	-	-	-
contig_1463	cds	176989	177291	-	MDNEJI_05805	97.8	4.1e-26	0.910	0.901	0.560	UniRef:UniRef50_Q9I652
contig_1463	cds	177341	178699	-	MDNEJI_05806	591.0	9.9e-210	0.998	0.966	0.678	UniRef:UniRef50_A0A024HA10
contig_1463	cds	178801	180225	-	MDNEJI_05807	504.0	1.8e-174	0.985	0.940	0.585	UniRef:UniRef50_A0A5E7FTG8
contig_1463	cds	180225	180914	-	MDNEJI_05808	312.0	2.5e-106	1.175	1.011	0.643	UniRef:UniRef50_A0A0C5E3Z9
contig_1463	cds	180999	181508	-	MDNEJI_05809	242.0	6.2e-81	1.024	0.966	0.751	UniRef:UniRef50_A0A2X2CTT8
contig_1463	cds	181651	182538	+	MDNEJI_05810	452.0	1.5e-159	0.990	0.874	0.764	UniRef:UniRef50_A0A383RP07
contig_1463	cds	182615	183193	-	MDNEJI_05811	156.0	1.9e-46	0.922	0.894	0.531	UniRef:UniRef50_Q9I658
contig_1463	cds	183295	186093	-	MDNEJI_05812	1151.0	0.0	0.983	0.967	0.669	UniRef:UniRef50_A0A7W2A3N7
contig_1463	cds	186468	187901	+	MDNEJI_05813	635.0	8.2e-226	0.969	0.872	0.697	UniRef:UniRef50_A0A3M3EV94
contig_1463	cds	188004	188528	-	MDNEJI_05814	331.0	4.3e-116	1.011	1.0	0.960	UniRef:UniRef50_Q9I661
contig_1463	cds	188679	188888	-	MDNEJI_05815	91.7	1.8e-24	1.087	0.949	0.627	UniRef:UniRef50_A0A099D496
contig_1463	cds	189236	190612	+	MDNEJI_05816	673.0	2.1e-240	1.002	0.805	0.743	UniRef:UniRef50_A0A366I976
contig_1463	cds	190874	193075	+	MDNEJI_05817	884.0	0.0	0.992	0.936	0.633	UniRef:UniRef50_A0A7C9NWW0
contig_1463	cds	193072	193803	-	MDNEJI_05818	253.0	1.1e-82	0.967	0.839	0.549	UniRef:UniRef50_F2K617
contig_1463	cds	193911	194702	-	MDNEJI_05819	261.0	2.4e-85	0.981	0.915	0.581	UniRef:UniRef50_A0AAE6KQH1
contig_1463	cds	194702	196033	-	MDNEJI_05820	464.0	5.8e-159	1.034	0.891	0.596	UniRef:UniRef50_A0A916I9V5
contig_1463	cds	196413	198035	+	MDNEJI_05821	831.0	9.7e-301	1.0	0.887	0.787	UniRef:UniRef50_D4GMR8
contig_1463	cds	198078	198482	-	MDNEJI_05822	180.0	1.2e-57	0.985	0.904	0.606	UniRef:UniRef50_E4RVA5
contig_1463	cds	198634	199542	-	MDNEJI_05823	357.0	3.4e-123	0.808	0.992	0.721	UniRef:UniRef50_A0A0Q0HDG7
contig_1463	cds	199763	200944	+	MDNEJI_05824	545.0	7.2e-193	0.982	0.894	0.694	UniRef:UniRef50_A0A0D6JHY9
contig_1463	cds	201064	202287	+	MDNEJI_05825	530.0	1.2e-186	1.0	0.911	0.661	UniRef:UniRef50_Q7CXU0
contig_1463	cds	202484	203767	-	MDNEJI_05826	486.0	1.3e-168	0.981	0.905	0.592	UniRef:UniRef50_A0A6J5B530
contig_1463	cds	203826	205316	-	MDNEJI_05827	882.0	0.0	0.990	0.852	0.892	UniRef:UniRef50_A0A1R1MHY7
contig_1463	cds	205931	207370	+	MDNEJI_05828	652.0	1.6e-232	0.994	0.903	0.658	UniRef:UniRef50_E2CCX6
contig_1463	cds	207465	208832	+	MDNEJI_05829	720.0	6.7e-260	1.0	0.887	0.789	UniRef:UniRef50_A0A5E7PDK1
contig_1463	cds	208832	210106	+	MDNEJI_05830	813.0	1.3e-297	1.139	0.998	0.870	UniRef:UniRef50_A0A920FNH4
contig_1463	cds	210288	211538	+	MDNEJI_05831	604.0	3.7e-215	0.971	0.843	0.772	UniRef:UniRef50_P0AA82
contig_1463	cds	211528	212799	+	MDNEJI_05832	665.0	3.7e-239	1.0	0.858	0.759	UniRef:UniRef50_P25524
contig_1463	cds	212836	213456	-	MDNEJI_05833	317.0	4.2e-109	1.0	0.827	0.723	UniRef:UniRef50_A0A3M3F1Y4
contig_1463	cds	213541	215019	-	MDNEJI_05834	553.0	2.8e-193	1.002	0.954	0.580	UniRef:UniRef50_Q9I682
contig_1463	cds	215030	217222	-	MDNEJI_05835	838.0	1.4e-297	0.979	0.911	0.593	UniRef:UniRef50_A0A7U6M1T7
contig_1463	cds	217348	217764	-	MDNEJI_05836	281.0	1.5e-97	1.0	0.958	0.993	UniRef:UniRef50_Q9I684
contig_1463	ncRNA-region	217943	218048	+	-	65.1	1.3e-08	-	-	-	RFAM:RF01057
contig_1463	cds	218071	219480	+	MDNEJI_05837	853.0	0.0	1.0	0.826	0.889	UniRef:UniRef50_Q9I685
contig_1463	cds	219536	220075	+	MDNEJI_05838	357.0	6.3e-126	1.0	0.873	0.989	UniRef:UniRef50_Q9I686
contig_1463	cds	220118	220990	+	MDNEJI_05839	491.0	8.7e-175	0.972	0.834	0.833	UniRef:UniRef50_A0A391NHI7
contig_1463	cds	221060	222130	+	MDNEJI_05840	702.0	1.5e-256	0.958	0.914	0.997	UniRef:UniRef50_A0A323V1A5
contig_1463	cds	222381	224300	+	MDNEJI_05841	806.0	1.3e-287	1.105	1.006	0.710	UniRef:UniRef50_Q9I689
contig_1463	cds	224396	225853	-	MDNEJI_05842	561.0	1.7e-195	0.996	0.834	0.646	UniRef:UniRef50_Q51487
contig_1463	cds	225855	228995	-	MDNEJI_05843	1358.0	0.0	0.992	0.998	0.680	UniRef:UniRef50_A0A346ACE5
contig_1463	cds	229011	230162	-	MDNEJI_05844	473.0	1.3e-164	0.956	0.806	0.691	UniRef:UniRef50_P52477
contig_1463	cds	230437	230880	+	MDNEJI_05845	271.0	3.3e-93	1.143	1.0	0.851	UniRef:UniRef50_P52003
contig_1463	cds	230949	231524	-	MDNEJI_05846	250.0	2.9e-83	0.958	0.859	0.672	UniRef:UniRef50_P0A8X2
contig_1463	cds	231536	232105	-	MDNEJI_05847	236.0	7.9e-78	0.937	0.831	0.576	UniRef:UniRef50_P75925
contig_1463	cds	232286	233776	-	MDNEJI_05848	665.0	3.6e-237	0.958	0.893	0.712	UniRef:UniRef50_A0A101LP16
contig_1463	cds	233950	235353	+	MDNEJI_05849	804.0	2.2e-292	1.002	0.876	0.821	UniRef:UniRef50_A0A1M7HL99
contig_1463	cds	235446	236168	+	MDNEJI_05850	376.0	4.2e-131	0.996	0.839	0.778	UniRef:UniRef50_A0A5E6RBR2
contig_1463	cds	236245	237618	+	MDNEJI_05851	898.0	0.0	1.002	0.970	0.983	UniRef:UniRef50_Q9I695
contig_1463	cds	237626	238237	-	MDNEJI_05852	248.0	5.7e-82	0.990	0.852	0.637	UniRef:UniRef50_O87005
contig_1463	cds	238313	239107	-	MDNEJI_05853	270.0	4.1e-89	0.992	0.926	0.534	UniRef:UniRef50_A0A024HB42
contig_1463	cds	239115	239621	-	MDNEJI_05854	171.0	2.0e-53	1.006	1.076	0.580	UniRef:UniRef50_A0A1G5NJS6
contig_1463	cds	239618	240649	-	MDNEJI_05855	457.0	1.9e-160	0.980	0.931	0.699	UniRef:UniRef50_A0A7U7EK15
contig_1463	cds	240642	248072	-	MDNEJI_05856	4016.0	0.0	1.001	1.087	0.908	UniRef:UniRef50_A0A1I6C143
contig_1463	cds	248084	248959	-	MDNEJI_05857	410.0	2.8e-143	0.986	0.932	0.704	UniRef:UniRef50_G3XCT5
contig_1463	cds	249020	251068	-	MDNEJI_05858	1044.0	0.0	0.994	0.856	1.0	UniRef:UniRef50_P42257
contig_1463	cds	251153	251689	-	MDNEJI_05859	231.0	2.5e-76	1.011	0.933	0.650	UniRef:UniRef50_P43502
contig_1463	cds	251740	252105	-	MDNEJI_05860	145.0	3.5e-44	0.983	0.967	0.546	UniRef:UniRef50_Q8P6P3
