Product_normalized	OriginalProducts	Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	DbXrefs
small ribosomal subunit protein us10	Small ribosomal subunit protein uS10	contig_1	cds	741090	741401	+	OIFKLK_00705		SO:0001217, UniRef:UniRef50_Q2LQA2
small ribosomal subunit protein us11	Small ribosomal subunit protein uS11	contig_1	cds	752271	752660	+	OIFKLK_00729		SO:0001217, UniRef:UniRef50_A1SXW6
small ribosomal subunit protein us12	Small ribosomal subunit protein uS12	contig_1	cds	736617	736988	+	OIFKLK_00701		SO:0001217, UniRef:UniRef50_P35643
small ribosomal subunit protein us13	Small ribosomal subunit protein uS13	contig_1	cds	751896	752252	+	OIFKLK_00728		SO:0001217, UniRef:UniRef50_Q8DML1
small ribosomal subunit protein us14	Small ribosomal subunit protein uS14	contig_1	cds	747377	747682	+	OIFKLK_00719		SO:0001217, UniRef:UniRef50_B4SKX6
small ribosomal subunit protein us15	Small ribosomal subunit protein uS15	contig_1	cds	5878566	5878835	-	OIFKLK_05548		SO:0001217, UniRef:UniRef50_Q1DAM2
small ribosomal subunit protein us17	Small ribosomal subunit protein uS17	contig_1	cds	745819	746085	+	OIFKLK_00715		SO:0001217, UniRef:UniRef50_Q9HWE4
small ribosomal subunit protein us19	Small ribosomal subunit protein uS19	contig_1	cds	743881	744156	+	OIFKLK_00710		SO:0001217, UniRef:UniRef50_A0A061NAJ4
small ribosomal subunit protein us2	Small ribosomal subunit protein uS2	contig_1	cds	1388950	1389690	+	OIFKLK_01344		SO:0001217, UniRef:UniRef50_P44371
small ribosomal subunit protein us3	Small ribosomal subunit protein uS3	contig_1	cds	744514	745200	+	OIFKLK_00712		SO:0001217, UniRef:UniRef50_A0A496Z022
small ribosomal subunit protein us4	Small ribosomal subunit protein uS4	contig_1	cds	752677	753297	+	OIFKLK_00730		SO:0001217, UniRef:UniRef50_C4K794
small ribosomal subunit protein us5	Small ribosomal subunit protein uS5	contig_1	cds	749174	749674	+	OIFKLK_00723		SO:0001217, UniRef:UniRef50_A0A4R6XNT6
small ribosomal subunit protein us7	Small ribosomal subunit protein uS7	contig_1	cds	737088	737558	+	OIFKLK_00702		SO:0001217, UniRef:UniRef50_P02359
small ribosomal subunit protein us8	Small ribosomal subunit protein uS8	contig_1	cds	747872	748264	+	OIFKLK_00720		SO:0001217, UniRef:UniRef50_Q2S926
small ribosomal subunit protein us9	Small ribosomal subunit protein uS9	contig_1	cds	5380996	5381388	-	OIFKLK_05068		SO:0001217, UniRef:UniRef50_Q83AX9
small terminase subunit	Small terminase subunit	contig_1	cds	811769	812317	+	OIFKLK_00787		SO:0001217, UniRef:UniRef50_A0A6S5RV91
small-conductance m	Small-conductance mechanosensitive channel	contig_1	cds	3808247;5340131;6075108	3809071;5340967;6075977	-	OIFKLK_03555;OIFKLK_05029;OIFKLK_05741		SO:0001217, UniRef:UniRef50_A0A5E7I3W7;SO:0001217, UniRef:UniRef50_Q88L48;SO:0001217, UniRef:UniRef50_Q9HW12
smc-scp complex subunit scpb	SMC-Scp complex subunit ScpB	contig_1	cds	1631715	1634198	+	OIFKLK_01564	scpB	SO:0001217, UniRef:UniRef50_A0A2P8K736
smc04008-like domain-containing protein	SMc04008-like domain-containing protein	contig_1	cds	1615664	1615975	-	OIFKLK_01545		SO:0001217, UniRef:UniRef50_A0A013WIN6
smods and slog-associating 2tm eff	SMODS and SLOG-associating 2TM effector domain-containing protein	contig_1	cds	2332745	2333251	+	OIFKLK_02246		SO:0001217, UniRef:UniRef50_L0GQD3
smr domain protein	Smr domain protein	contig_1	cds	3901948	3902505	+	OIFKLK_03657		SO:0001217, UniRef:UniRef50_A0A379IBL8
snoal-like domain-containing protein	SnoaL-like domain-containing protein	contig_1	cds	1116462;1726128;3399839;3754008;622892	1116944;1726553;3400267;3754397;623317	+;-	OIFKLK_00582;OIFKLK_01070;OIFKLK_01657;OIFKLK_03197;OIFKLK_03505		SO:0001217, UniRef:UniRef50_A0A1G9JUN0;SO:0001217, UniRef:UniRef50_A0A3N1H1P7;SO:0001217, UniRef:UniRef50_K0IFK4;SO:0001217, UniRef:UniRef50_Q9I2S8;SO:0001217, UniRef:UniRef50_W0VE01
sodium/glutamate symporter	Sodium/glutamate symporter	contig_1	cds	1901429	1902643	-	OIFKLK_01827		SO:0001217, UniRef:UniRef50_A0A3N9U3K7
sodium/proline symporter	Sodium/proline symporter	contig_1	cds	4951724	4953244	-	OIFKLK_04656		SO:0001217, UniRef:UniRef50_P45174
soluble aldose sugar dehydrogenase	Soluble aldose sugar dehydrogenase	contig_1	cds	4559711	4560859	-	OIFKLK_04278		SO:0001217, UniRef:UniRef50_A0A9Q7ZRK8
soluble lytic transglycosylase b	Soluble lytic transglycosylase B	contig_1	cds	957909	958919	+	OIFKLK_00924		SO:0001217, UniRef:UniRef50_Q9HX24
soluble pyridine nucleotide transhydrogenase	Soluble pyridine nucleotide transhydrogenase	contig_1	cds	2110908	2112302	+	OIFKLK_02014		SO:0001217, UniRef:UniRef50_Q8ZA97
solute-binding protein family 3/n-terminal domain-containing protein	Solute-binding protein family 3/N-terminal domain-containing protein	contig_1	cds	1106106;1607570;1611011;1670931;1819894;2181711;2204525;2565439;2568739;2570829;3133764;4786114;518046;6148761;6339560;6340403;6368219;6502105;999423	1000157;1106897;1608571;1611982;1671935;1820640;2182496;2205373;2566383;2569725;2571788;3135170;4786893;518777;6149537;6340312;6341149;6368971;6502872	+;-	OIFKLK_00474;OIFKLK_00966;OIFKLK_01061;OIFKLK_01535;OIFKLK_01539;OIFKLK_01602;OIFKLK_01739;OIFKLK_02087;OIFKLK_02108;OIFKLK_02503;OIFKLK_02506;OIFKLK_02508;OIFKLK_02951;OIFKLK_04509;OIFKLK_05801;OIFKLK_05961;OIFKLK_05962;OIFKLK_05989;OIFKLK_06112		SO:0001217, UniRef:UniRef50_A0A024HCI6;SO:0001217, UniRef:UniRef50_A0A3M3EQY2;SO:0001217, UniRef:UniRef50_A0A3M5EIU2;SO:0001217, UniRef:UniRef50_A0A512JJQ5;SO:0001217, UniRef:UniRef50_A6VDA0;SO:0001217, UniRef:UniRef50_A9MGI0;SO:0001217, UniRef:UniRef50_F2K617;SO:0001217, UniRef:UniRef50_N9CQ49;SO:0001217, UniRef:UniRef50_N9MHU0;SO:0001217, UniRef:UniRef50_Q9HU45;SO:0001217, UniRef:UniRef50_Q9HU47;SO:0001217, UniRef:UniRef50_Q9HYX9;SO:0001217, UniRef:UniRef50_Q9HZU5;SO:0001217, UniRef:UniRef50_Q9I0N8;SO:0001217, UniRef:UniRef50_Q9I0P1;SO:0001217, UniRef:UniRef50_U2ZKF1;SO:0001217, UniRef:UniRef50_U5T4U0;SO:0001217, UniRef:UniRef50_U7NCH0
solute-binding protein family 5 domain-containing protein	Solute-binding protein family 5 domain-containing protein	contig_1	cds	3468152;3761017	3469960;3762864	+;-	OIFKLK_03253;OIFKLK_03512		SO:0001217, UniRef:UniRef50_A0A0K1XH80;SO:0001217, UniRef:UniRef50_A0A1S8DE11
sorbitol dehydrogenase	Sorbitol dehydrogenase	contig_1	cds	859684	860742	-	OIFKLK_00828		SO:0001217, UniRef:UniRef50_A0A5E5R5R6
soxr protein	SoxR protein	contig_1	cds	2670555	2670980	-	OIFKLK_02586	soxR	SO:0001217, UniRef:UniRef50_A0A0D1D451
spermidine acetyltransferase	Spermidine acetyltransferase	contig_1	cds	842740	843249	+	OIFKLK_00815		SO:0001217, UniRef:UniRef50_A0A3S5E5F5
spermidine export protein mdti	Spermidine export protein MdtI	contig_1	cds	4092472	4092801	+	OIFKLK_03841	mdtI	SO:0001217, UniRef:UniRef50_A0A0Q4NKV7
spermidine export protein mdtj	Spermidine export protein MdtJ	contig_1	cds	4092110	4092478	+	OIFKLK_03840	mdtJ	SO:0001217, UniRef:UniRef50_Q9I3H2
spermidine putrescine abc transporter permease component potb	Spermidine Putrescine ABC transporter permease component PotB	contig_1	cds	673910	675157	+	OIFKLK_00630	potB	SO:0001217, UniRef:UniRef50_A0A0S4X0U0
spermidine/putrescine import atp-binding protein pota	Spermidine/putrescine import ATP-binding protein PotA	contig_1	cds	239994;350007;374999;671584	241106;351161;376048;672693	+;-	OIFKLK_00215;OIFKLK_00318;OIFKLK_00345;OIFKLK_00628	potA	SO:0001217, UniRef:UniRef50_A0A0F4TXQ5;SO:0001217, UniRef:UniRef50_A0A0M9EKY0;SO:0001217, UniRef:UniRef50_Q5LT05;SO:0001217, UniRef:UniRef50_Q9I6I9
spermidine/putrescine import atp-binding protein pota 2	Spermidine/putrescine import ATP-binding protein PotA 2	contig_1	cds	1441681	1442760	-	OIFKLK_01394	potA	SO:0001217, UniRef:UniRef50_Q9HY19
spermidine/putrescine transport system permease protein	Putative spermidine/putrescine transport system permease protein	contig_1	cds	1828647	1829444	-	OIFKLK_01748		SO:0001217, UniRef:UniRef50_A0A1I0FZ56
spermidine/putrescine transport system permease protein potc	Spermidine/putrescine transport system permease protein PotC	contig_1	cds	238242;373288	239051;374076	-	OIFKLK_00213;OIFKLK_00343	potC	SO:0001217, UniRef:UniRef50_A0A5E7JHU0
spor domain-containing protein	SPOR domain-containing protein	contig_1	cds	1969748;4643291;6225942;6245336;722019	1970407;4643851;6227591;6246031;722723	+;-	OIFKLK_00685;OIFKLK_01890;OIFKLK_04361;OIFKLK_05858;OIFKLK_05874		SO:0001217, UniRef:UniRef50_A0A3M3EIR1;SO:0001217, UniRef:UniRef50_A0A6C0TQT6;SO:0001217, UniRef:UniRef50_A0A7U7EPS6;SO:0001217, UniRef:UniRef50_Q9HZA9;SO:0001217, UniRef:UniRef50_UPI0006506154
spore coat protein sa	Spore coat protein SA	contig_1	cds	2036568	2038091	+	OIFKLK_01944		SO:0001217, UniRef:UniRef50_A0A105TFM6
spore coat protein u/fang domain-containing protein	Spore coat protein U/FanG domain-containing protein	contig_1	cds	5735781;5736360	5736329;5736893	+	OIFKLK_05418;OIFKLK_05419		SO:0001217, UniRef:UniRef50_Q9HVE3;SO:0001217, UniRef:UniRef50_Q9HVE4
spore coat u domain-containing protein	Spore coat U domain-containing protein	contig_1	cds	5740628	5741575	+	OIFKLK_05423		SO:0001217, UniRef:UniRef50_A0A7X1FG72
spore protein ykvp/cgeb glycosyl transferase-like domain-containing protein	Spore protein YkvP/CgeB glycosyl transferase-like domain-containing protein	contig_1	cds	6172152	6173108	-	OIFKLK_05821		SO:0001217, UniRef:UniRef50_Q9HUG4
spovr family protein	SpoVR family protein	contig_1	cds	650594	652147	-	OIFKLK_00611		SO:0001217, UniRef:UniRef50_A0A1N7RVK5
srcr domain-containing protein	SRCR domain-containing protein	contig_1	cds	5056845	5057150	-	OIFKLK_04753		SO:0001217, UniRef:UniRef50_A0A4R2KW24
srfa protein	SrfA protein	contig_1	cds	2764802	2765032	-	OIFKLK_02686	srfA	SO:0001217, UniRef:UniRef50_A0A0C9J8Z9
srna regulator of biofilms a	sRNA regulator of biofilms A	contig_1	ncRNA	2478753	2478991	-	OIFKLK_02401	srbA	RFAM:RF02872, SO:0000655
ssd domain-containing protein	SSD domain-containing protein	contig_1	cds	2005905;3265070	2008286;3267472	+;-	OIFKLK_01924;OIFKLK_03074		SO:0001217, UniRef:UniRef50_A0A1N6U3C4;SO:0001217, UniRef:UniRef50_A0A239LVI0
ssra-binding protein	SsrA-binding protein	contig_1	cds	5906696	5907175	+	OIFKLK_05577		SO:0001217, UniRef:UniRef50_Q5NFP4
ssua/thi5-like domain-containing protein	SsuA/THI5-like domain-containing protein	contig_1	cds	217457	218518	+	OIFKLK_00194		SO:0001217, UniRef:UniRef50_A0A3M5DDI1
stage ii sporulation protein m	Stage II sporulation protein M	contig_1	cds	5263228	5264208	+	OIFKLK_04952		SO:0001217, UniRef:UniRef50_Q9HW82
start domain-containing protein	START domain-containing protein	contig_1	cds	4052079	4052687	-	OIFKLK_03800		SO:0001217, UniRef:UniRef50_N2JDD9
stas domain-containing protein	STAS domain-containing protein	contig_1	cds	129961;2760082;36795;3933876;5401732	131532;2761569;38348;3935597;5402040	+;-	OIFKLK_00033;OIFKLK_00111;OIFKLK_02682;OIFKLK_03686;OIFKLK_05089		SO:0001217, UniRef:UniRef50_A0A0C5E3X2;SO:0001217, UniRef:UniRef50_A0A7U7EKM4;SO:0001217, UniRef:UniRef50_I8I592;SO:0001217, UniRef:UniRef50_N8YCY0;SO:0001217, UniRef:UniRef50_Q9HVW5
sterol desaturase family protein	Sterol desaturase family protein	contig_1	cds	5156227	5157132	+	OIFKLK_04871		SO:0001217, UniRef:UniRef50_A0AAJ2W164
streptomycin 3'-kinase	Streptomycin 3'-kinase	contig_1	cds	3709842	3710669	+	OIFKLK_03461		SO:0001217, UniRef:UniRef50_A0A3G7TS96
stress response kinase a	Stress response kinase A	contig_1	cds	555507	556481	-	OIFKLK_00509		SO:0001217, UniRef:UniRef50_A0A3M5TXL7
structural protein pltl	Structural protein PltL	contig_1	cds	2576268	2576534	+	OIFKLK_02512	pltL	SO:0001217, UniRef:UniRef50_B3G2A4
suca-ii rna	sucA-II RNA	contig_1	ncRNA-region	4004377	4004590	-			RFAM:RF01758, SO:0005836
succ rna	sucC RNA	contig_1	ncRNA-region	3998438	3998508	-			RFAM:RF01759, SO:0005836
succinate dehydrogenase cytochrome b556 subunit	Succinate dehydrogenase cytochrome b556 subunit	contig_1	cds	4007487	4007873	-	OIFKLK_03753		SO:0001217, UniRef:UniRef50_Q88FA5
succinate dehydrogenase flavoprotein subunit	Succinate dehydrogenase flavoprotein subunit	contig_1	cds	4005349	4007121	-	OIFKLK_03751		SO:0001217, UniRef:UniRef50_P0AC41
succinate dehydrogenase hydrophobic membrane anchor subunit	Succinate dehydrogenase hydrophobic membrane anchor subunit	contig_1	cds	4007125	4007499	-	OIFKLK_03752		SO:0001217, UniRef:UniRef50_Q9I3D6
succinate dehydrogenase iron-sulfur subunit	Succinate dehydrogenase iron-sulfur subunit	contig_1	cds	4004630	4005337	-	OIFKLK_03750		SO:0001217, UniRef:UniRef50_P07014
succinate--coa ligase adp-forming subunit alpha	Succinate--CoA ligase [ADP-forming] subunit alpha	contig_1	cds	3996383	3997270	-	OIFKLK_03745		SO:0001217, UniRef:UniRef50_A0A926CA91
succinate--coa ligase adp-forming subunit beta	Succinate--CoA ligase [ADP-forming] subunit beta	contig_1	cds	3997270	3998436	-	OIFKLK_03746		SO:0001217, UniRef:UniRef50_Q9JZP4
succinate--glutarate coa-transferase	Succinate--glutarate CoA-transferase	contig_1	cds	509563	510786	-	OIFKLK_00467		SO:0001217, UniRef:UniRef50_Q7CXU0
succinate-semialdehyde dehydrogenase	Succinate-semialdehyde dehydrogenase	contig_1	cds	308407	309858	+	OIFKLK_00280		SO:0001217, UniRef:UniRef50_A0A2X1KUK3
succinate-semialdehyde dehydrogenase nadp+ 2	Putative succinate-semialdehyde dehydrogenase [NADP(+)] 2	contig_1	cds	252347	253837	+	OIFKLK_00228		SO:0001217, UniRef:UniRef50_A0A0T1WCB1
succinyl-coa3-ketoacid coenzyme a transferase subunit b	Succinyl-CoA:3-ketoacid coenzyme A transferase subunit B	contig_1	cds	3536600	3537256	-	OIFKLK_03313		SO:0001217, UniRef:UniRef50_P0C7I8
succinyl-coa3-ketoacid-coenzyme a transferase subunit a	Succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A	contig_1	cds	3537291	3537989	-	OIFKLK_03314		SO:0001217, UniRef:UniRef50_A0A5A7N2I5
succinyl-diaminopimelate desuccinylase	Succinyl-diaminopimelate desuccinylase;putative succinyl-diaminopimelate desuccinylase	contig_1	cds	4504790;6634914	4505941;6636068	+;-	OIFKLK_04223;OIFKLK_06237		SO:0001217, UniRef:UniRef50_A0A172YBP9;SO:0001217, UniRef:UniRef50_B0BTF3
succinylglutamate desuccinylase	Succinylglutamate desuccinylase	contig_1	cds	4773512	4774510	-	OIFKLK_04496		SO:0001217, UniRef:UniRef50_Q88EI7
succinylornithine transaminase	Succinylornithine transaminase	contig_1	cds	4779929	4781149	-	OIFKLK_04502		SO:0001217, UniRef:UniRef50_Q8D0D7
sugar abc transporter atpase	Sugar ABC transporter ATPase	contig_1	cds	3596892	3598424	-	OIFKLK_03371		SO:0001217, UniRef:UniRef50_A0AAE8NKX4
sugar abc transporter permease	Sugar ABC transporter permease	contig_1	cds	161139	162236	+	OIFKLK_00145		SO:0001217, UniRef:UniRef50_A0A1Q9R8X7
sugar efflux transporter	Sugar efflux transporter	contig_1	cds	843403	844593	+	OIFKLK_00816		SO:0001217, UniRef:UniRef50_P31122
sugar fermentation stimulation -like protein	Sugar fermentation stimulation -like protein	contig_1	cds	5853227	5853934	-	OIFKLK_05525		SO:0001217, UniRef:UniRef50_Q9HV77
sugar-binding periplasmic protein	putative sugar-binding periplasmic protein	contig_1	cds	1887160	1888422	+	OIFKLK_01813		SO:0001217, UniRef:UniRef50_A0A0G3BGA5
sui1 domain-containing protein	SUI1 domain-containing protein	contig_1	cds	5985045	5985416	-	OIFKLK_05654		SO:0001217, UniRef:UniRef50_A0A7C2SE15
sulfatase	Sulfatase	contig_1	cds	4748126	4750054	+	OIFKLK_04469		SO:0001217, UniRef:UniRef50_A0A2R3J2D1
sulfatase n-terminal domain-containing protein	Sulfatase N-terminal domain-containing protein	contig_1	cds	3888260;39293;5473722	3890362;40804;5475524	+;-	OIFKLK_00035;OIFKLK_03642;OIFKLK_05155		SO:0001217, UniRef:UniRef50_A0A3M5EBN9;SO:0001217, UniRef:UniRef50_A0AAQ1SUN3;SO:0001217, UniRef:UniRef50_V4PMF9
sulfate abc transporter permease subunit cysw	Sulfate ABC transporter permease subunit CysW	contig_1	cds	323831	324700	-	OIFKLK_00296	cysW	SO:0001217, UniRef:UniRef50_A0A8S0GNI0
sulfate adenylyltransferase subunit 1	Sulfate adenylyltransferase subunit 1	contig_1	cds	5390580	5392481	-	OIFKLK_05078		SO:0001217, UniRef:UniRef50_A0A916QL79
sulfate adenylyltransferase subunit 2	Sulfate adenylyltransferase subunit 2	contig_1	cds	5392493	5393410	-	OIFKLK_05079		SO:0001217, UniRef:UniRef50_A1S9N7
sulfate transport system permease protein cyst	Sulfate transport system permease protein CysT	contig_1	cds	324711	325529	-	OIFKLK_00297	cysT	SO:0001217, UniRef:UniRef50_A0A932PP78
sulfate transporter	Sulfate transporter	contig_1	cds	799633	800256	-	OIFKLK_00767		SO:0001217, UniRef:UniRef50_A0A7V8FBW5
sulfate transporter cysz	Sulfate transporter CysZ	contig_1	cds	4834148	4834888	+	OIFKLK_04553	cysZ	SO:0001217, UniRef:UniRef50_M4XKU7
sulfate-binding protein	Sulfate-binding protein	contig_1	cds	325691	326689	-	OIFKLK_00298		SO:0001217, UniRef:UniRef50_A0A085JN90
sulfidequinone oxidoreductase mitochondrial	Sulfide:quinone oxidoreductase, mitochondrial	contig_1	cds	3071187	3072422	+	OIFKLK_02901		SO:0001217, UniRef:UniRef50_A0A218PRH7
sulfite reductase ferredoxin	Sulfite reductase [ferredoxin]	contig_1	cds	3731829	3733487	+	OIFKLK_03484		SO:0001217, UniRef:UniRef50_A0A378Q4S3
sulfoacetaldehyde reductase	Sulfoacetaldehyde reductase	contig_1	cds	704135	704935	-	OIFKLK_00667		SO:0001217, UniRef:UniRef50_A0A5E7UK42
sulfotransferase family protein	Sulfotransferase family protein	contig_1	cds	4346712	4347935	-	OIFKLK_04080		SO:0001217, UniRef:UniRef50_A0A212B922
sulfur carrier protein fdhd	Sulfur carrier protein FdhD	contig_1	cds	6398809	6399648	+	OIFKLK_06017	fdhD	SO:0001217, UniRef:UniRef50_A0A5E6S1Z9
sulfur carrier protein this	Sulfur carrier protein ThiS	contig_1	cds	433119	433319	+	OIFKLK_00402	thiS	SO:0001217, UniRef:UniRef50_W1N6X3
sulfur carrier protein tusa	Sulfur carrier protein TusA	contig_1	cds	4066300	4066539	-	OIFKLK_03816	tusA	SO:0001217, UniRef:UniRef50_W9UQ15
sulfur transfer complex subunit tusd	Sulfur transfer complex subunit TusD	contig_1	cds	2507388	2507783	-	OIFKLK_02430	tusD	SO:0001217, UniRef:UniRef50_I4CTK5
sulfurtransferase	Sulfurtransferase	contig_1	cds	2506395;2560828	2506730;2562411	-	OIFKLK_02427;OIFKLK_02499		SO:0001217, UniRef:UniRef50_A0A031MJP7;SO:0001217, UniRef:UniRef50_A0A060DS32
sulphur transport domain-containing protein	Sulphur transport domain-containing protein	contig_1	cds	6678008	6679222	-	OIFKLK_06278		SO:0001217, UniRef:UniRef50_H0SDN0
superoxide dismutase fe	Superoxide dismutase [Fe]	contig_1	cds	5309579	5310160	+	OIFKLK_05000		SO:0001217, UniRef:UniRef50_P0AGD3
superoxide dismutase mn/fe 2	Superoxide dismutase [Mn/Fe] 2	contig_1	cds	5413324	5413935	-	OIFKLK_05106		SO:0001217, UniRef:UniRef50_Q2G261
suppressor of fused-like domain-containing protein	Suppressor of fused-like domain-containing protein	contig_1	cds	287890	288531	-	OIFKLK_00261		SO:0001217, UniRef:UniRef50_Q9I6N8
surf1-like protein	SURF1-like protein	contig_1	cds	136959	137753	+	OIFKLK_00118		SO:0001217, UniRef:UniRef50_A0A2M8UU76
sycd/lcrh family type iii s	SycD/LcrH family type III secretion system chaperone PcrH	contig_1	cds	3874965	3875471	-	OIFKLK_03624	pcrH	BlastRules:WP_003113548, SO:0001217, UniRef:UniRef50_F9T792
t3ss eff	T3SS effector bifunctional cytotoxin exoenzyme S;T3SS effector bifunctional cytotoxin exoenzyme T	contig_1	cds	1127998;64668	1129359;66041	+	OIFKLK_00052;OIFKLK_01085	exoS;exoT	BlastRules:WP_003113791, SO:0001217, UniRef:UniRef50_G3XDA1;BlastRules:WP_003114583, SO:0001217, UniRef:UniRef50_G3XDA1
t3ss regulon anti-activator exsd	T3SS regulon anti-activator ExsD	contig_1	cds	3869612	3870442	-	OIFKLK_03617	exsD	BlastRules:WP_003100755, SO:0001217, UniRef:UniRef50_Q9I321
t3ss regulon transcriptional activator exsa	T3SS regulon transcriptional activator ExsA	contig_1	cds	3870540	3871436	-	OIFKLK_03618	exsA	BlastRules:WP_003120334, SO:0001217, UniRef:UniRef50_P26993
t3ss regulon translocated regulator exse	T3SS regulon translocated regulator ExsE	contig_1	cds	3872096	3872341	-	OIFKLK_03620	exsE	BlastRules:WP_003100766, SO:0001217, UniRef:UniRef50_Q9I322
t44 rna	t44 RNA	contig_1	ncRNA	1388842	1388928	+	OIFKLK_01343	t44	RFAM:RF00127, SO:0000655
t6ss eff	T6SS effector muramidase immunity protein Tsi3	contig_1	cds	1563112	1563549	-	OIFKLK_01499	tsi3	BlastRules:WP_003113900, SO:0001217, UniRef:UniRef50_Q9HYC4
t6ss phospholipase eff	T6SS Phospholipase effector Tle1-like catalytic domain-containing protein	contig_1	cds	3461694	3462917	-	OIFKLK_03248		SO:0001217, UniRef:UniRef50_Q9I252
tade-like domain-containing protein	TadE-like domain-containing protein	contig_1	cds	5235081	5235545	-	OIFKLK_04926		SO:0001217, UniRef:UniRef50_Q9HWA6
tail assembly chaperone	Tail assembly chaperone	contig_1	cds	822370	822852	+	OIFKLK_00799		SO:0001217, UniRef:UniRef50_A0A5A4MZV2
tail fiber assembly protein	Tail fiber assembly protein	contig_1	cds	1379410	1379649	+	OIFKLK_01334		SO:0001217, UniRef:UniRef50_A0A976LYZ9
tail fiber protein	Tail fiber protein	contig_1	cds	1374040;1375007;1375416;1378274;2551731;685621	1374450;1375429;1376915;1378555;2554460;687726	+	OIFKLK_00646;OIFKLK_01326;OIFKLK_01327;OIFKLK_01328;OIFKLK_01332;OIFKLK_02490		SO:0001217, UniRef:UniRef50_A0A1B0YZU9;SO:0001217, UniRef:UniRef50_A0A1B0YZV0;SO:0001217, UniRef:UniRef50_A0A481UMY3;SO:0001217, UniRef:UniRef50_A0A481URN3;SO:0001217, UniRef:UniRef50_Q9KW03;SO:0001217, UniRef:UniRef50_Q9MC95
tape measure domain-containing protein	Tape measure domain-containing protein	contig_1	cds	823151	826747	+	OIFKLK_00800		SO:0001217, UniRef:UniRef50_A0A1I5Z3D0
tat pathway signal sequence	Tat pathway signal sequence	contig_1	cds	5440865	5441515	-	OIFKLK_05128		SO:0001217, UniRef:UniRef50_A0A109RVG4
taud/tfda-like domain-containing protein	TauD/TfdA-like domain-containing protein	contig_1	cds	218936;226702;227672;3119871;3120956;4450914	219751;227604;228571;3120959;3121975;4451873	+	OIFKLK_00195;OIFKLK_00201;OIFKLK_00202;OIFKLK_02942;OIFKLK_02943;OIFKLK_04172		SO:0001217, UniRef:UniRef50_A0A077NHI6;SO:0001217, UniRef:UniRef50_A0A1S2PHC6;SO:0001217, UniRef:UniRef50_A0A2M9JNV5;SO:0001217, UniRef:UniRef50_A0A512AN54;SO:0001217, UniRef:UniRef50_A0A6J4EEP2;SO:0001217, UniRef:UniRef50_Q9I6U7
taurine abc transporter periplasmic taurine-binding protein	Taurine ABC transporter, periplasmic taurine-binding protein	contig_1	cds	1021941	1022954	+	OIFKLK_00987		SO:0001217, UniRef:UniRef50_A0A449ILJ9
taurine dioxygenase	Taurine dioxygenase	contig_1	cds	1024725;3111580	1025558;3112467	+	OIFKLK_00990;OIFKLK_02936		SO:0001217, UniRef:UniRef50_A0A211ZFB7;SO:0001217, UniRef:UniRef50_A0A7Y7W964
taurine import atp-binding protein taub	Taurine import ATP-binding protein TauB	contig_1	cds	3135989	3136843	+	OIFKLK_02953	tauB	SO:0001217, UniRef:UniRef50_A0A679JLV8
taurine transport system atp-binding protein	Taurine transport system ATP-binding protein	contig_1	cds	1023019	1023810	+	OIFKLK_00988		SO:0001217, UniRef:UniRef50_A0A1H9L3U5
taurine transport system permease protein tauc	Taurine transport system permease protein TauC	contig_1	cds	1023800	1024618	+	OIFKLK_00989	tauC	SO:0001217, UniRef:UniRef50_Q47539
tellurite resistance protein terc	Tellurite resistance protein TerC	contig_1	cds	2777616	2778659	-	OIFKLK_02699	terC	SO:0001217, UniRef:UniRef50_A0A8B2NXH1
tellurite resistance terb family protein	Tellurite resistance TerB family protein	contig_1	cds	1283129	1283824	+	OIFKLK_01225	terB	SO:0001217, UniRef:UniRef50_A0A2S3X8Q9
tellurium resistance protein terc	Tellurium resistance protein TerC	contig_1	cds	4494717	4495451	+	OIFKLK_04215	terC	SO:0001217, UniRef:UniRef50_A0A1V9U9G0
terc family protein	TerC family protein	contig_1	cds	6478176;6725139	6478934;6725903	+;-	OIFKLK_06091;OIFKLK_06319	terC	SO:0001217, UniRef:UniRef50_A0A0D6EVI2
terc rna	terC RNA	contig_1	ncRNA-region	2778691	2778746	-			RFAM:RF03067, SO:0005836
terminase	Terminase	contig_1	cds	2239567;5102909	2239926;5103610	+;-	OIFKLK_02142;OIFKLK_04802		SO:0001217, UniRef:UniRef50_A0A4Q8LCH1;SO:0001217, UniRef:UniRef50_Q9HZX8
terminase atpase subunit n-terminal domain-containing protein	Terminase ATPase subunit N-terminal domain-containing protein	contig_1	cds	5099114	5100895	-	OIFKLK_04799		SO:0001217, UniRef:UniRef50_C1DC10
terminase large subunit	Terminase, large subunit	contig_1	cds	1359610	1361589	+	OIFKLK_01313		SO:0001217, UniRef:UniRef50_A0A1B0Z2K0
terminase large subunit gp28	putative terminase, large subunit gp28	contig_1	cds	812319	813992	+	OIFKLK_00788		SO:0001217, UniRef:UniRef50_Q9T1W6
terpene utilization protein atua	Terpene utilization protein AtuA	contig_1	cds	2221494	2223296	-	OIFKLK_02124	atuA	SO:0001217, UniRef:UniRef50_A0A1M5S3H7
